Run 2: Time (min) (±0.01 min),Run 2: pH (±0.3 pH),Run 2: Temperature (°C) (±0.1°C),Run 2: Volume of NaOH Added (cm^3) (±0.02 cm^3),Run 1: Time (min) (±0.01 min),Run 1: pH (±0.3 pH),Run 1: Temperature (°C) (±0.1°C),Run 1: Volume of NaOH Added (cm^3) (±0.02 cm^3),Run 3: Time (min) (±0.01 min),Run 3: pH (±0.3 pH),Run 3: Temperature (°C) (±0.1°C),Run 3: Volume of NaOH Added (cm^3) (±0.02 cm^3)
8.82,12.6,26.2,,8.82,12.0,26.4,,8.82,12.0,26.4,
8.83,12.7,26.2,,8.83,12.0,26.4,,8.83,12.0,26.4,
8.85,12.7,26.2,,8.85,12.0,26.4,,8.85,12.0,26.4,
8.87,12.7,26.2,32.5,8.87,12.0,26.4,,8.87,12.0,26.4,
8.88,12.7,26.2,,8.88,12.0,26.4,,8.88,12.0,26.4,
8.9,12.7,26.2,,8.9,12.0,26.4,,8.9,12.1,26.4,
8.92,12.7,26.2,,8.92,12.0,26.4,26.2,8.92,12.1,26.4,26.2
8.93,12.7,26.2,,8.93,12.1,26.4,,8.93,12.1,26.4,
8.95,12.7,26.2,,8.95,12.1,26.4,,8.95,12.1,26.4,
8.97,12.7,26.2,,8.97,12.1,26.4,,8.97,12.1,26.4,
8.98,12.7,26.2,,8.98,12.1,26.4,,8.98,12.1,26.4,
9.0,12.7,26.2,,9.0,12.1,26.4,,9.0,12.1,26.4,
9.02,12.7,26.2,,9.02,12.1,26.4,,9.02,12.1,26.4,
9.03,12.7,26.2,,9.03,12.1,26.4,,9.03,12.1,26.4,
9.05,12.7,26.2,33.0,9.05,12.1,26.4,,9.05,12.1,26.4,
9.07,12.7,26.2,,9.07,12.1,26.4,26.5,9.07,12.2,26.4,26.5
9.08,12.7,26.2,,9.08,12.1,26.4,,9.08,12.2,26.4,
9.1,12.7,26.2,,9.1,12.1,26.4,,9.1,12.2,26.4,
9.12,12.7,26.2,,9.12,12.1,26.4,,9.12,12.2,26.4,
9.13,12.7,26.2,,9.13,12.1,26.4,,9.13,12.2,26.4,
9.15,12.7,26.2,,9.15,12.2,26.4,,9.15,12.2,26.4,
9.17,12.7,26.2,,9.17,12.2,26.4,,9.17,12.2,26.4,
9.18,12.7,26.2,,9.18,12.2,26.4,,9.18,12.2,26.4,
9.2,12.7,26.2,,9.2,12.2,26.4,26.7,9.2,12.2,26.4,26.7
9.22,12.7,26.2,33.5,9.22,12.2,26.4,,9.22,12.2,26.4,
9.23,12.7,26.2,,9.23,12.2,26.4,,9.23,12.2,26.4,
9.25,12.7,26.2,,9.25,12.2,26.4,,9.25,12.2,26.4,
9.27,12.7,26.2,,9.27,12.2,26.4,,9.27,12.2,26.4,
9.28,12.7,26.2,,9.28,12.2,26.4,,9.28,12.2,26.4,
9.3,12.7,26.2,,9.3,12.2,26.4,,9.3,12.3,26.4,
9.32,12.7,26.2,,9.32,12.2,26.4,,9.32,12.3,26.4,
9.33,12.7,26.2,,9.33,12.2,26.4,27.0,9.33,12.3,26.4,27.0
9.35,12.7,26.2,,9.35,12.2,26.4,,9.35,12.3,26.4,
9.37,12.7,26.2,34.0,9.37,12.2,26.4,,9.37,12.3,26.4,
9.38,12.7,26.2,,9.38,12.2,26.4,,9.38,12.3,26.4,
9.4,12.7,26.2,,9.4,12.2,26.4,,9.4,12.3,26.4,
9.42,12.7,26.2,,9.42,12.2,26.4,,9.42,12.3,26.4,
9.43,12.7,26.2,,9.43,12.2,26.4,,9.43,12.3,26.4,
9.45,12.7,26.2,,9.45,12.2,26.4,,9.45,12.3,26.4,
9.47,12.7,26.2,,9.47,12.3,26.4,,9.47,12.3,26.4,
9.48,12.7,26.2,,9.48,12.3,26.4,,9.48,12.3,26.4,
9.5,12.7,26.2,,9.5,12.3,26.4,27.5,9.5,12.3,26.4,27.5
9.52,12.7,26.2,,9.52,12.3,26.4,,9.52,12.3,26.4,
9.53,12.7,26.2,34.5,9.53,12.3,26.4,,9.53,12.3,26.4,
9.55,12.7,26.2,,9.55,12.3,26.4,,9.55,12.3,26.4,
9.57,12.7,26.2,,9.57,12.3,26.4,,9.57,12.3,26.4,
9.58,12.7,26.2,,9.58,12.3,26.4,,9.58,12.3,26.4,
9.6,12.7,26.2,,9.6,12.3,26.4,,9.6,12.3,26.4,
9.62,12.7,26.2,,9.62,12.3,26.4,27.7,9.62,12.3,26.4,27.7
9.63,12.7,26.2,,9.63,12.3,26.4,,9.63,12.3,26.4,
9.65,12.7,26.2,,9.65,12.3,26.4,,9.65,12.3,26.4,
9.67,12.7,26.2,,9.67,12.3,26.4,,9.67,12.3,26.4,
9.68,12.7,26.2,,9.68,12.3,26.4,,9.68,12.3,26.4,
9.7,12.7,26.2,,9.7,12.3,26.4,,9.7,12.3,26.4,
9.72,12.8,26.2,35.0,9.72,12.3,26.4,,9.72,12.3,26.4,
9.73,12.8,26.2,,9.73,12.3,26.4,28.0,9.73,12.3,26.4,28.0
9.75,12.8,26.2,,9.75,12.3,26.4,,9.75,12.3,26.4,
9.77,12.8,26.2,,9.77,12.3,26.4,,9.77,12.3,26.4,
9.78,12.8,26.2,,9.78,12.3,26.4,,9.78,12.3,26.4,
9.8,12.8,26.2,,9.8,12.3,26.4,,9.8,12.3,26.4,
9.82,12.8,26.2,,9.82,12.3,26.4,,9.82,12.3,26.4,
9.83,12.8,26.2,,9.83,12.3,26.4,,9.83,12.4,26.4,
9.85,12.8,26.2,35.5,9.85,12.3,26.4,,9.85,12.4,26.4,
9.87,12.8,26.2,,9.87,12.3,26.4,,9.87,12.4,26.4,
9.88,12.8,26.2,,9.88,12.3,26.4,,9.88,12.4,26.4,
9.9,12.8,26.2,,9.9,12.4,26.4,,9.9,12.4,26.4,
9.92,12.8,26.2,,9.92,12.4,26.4,28.2,9.92,12.4,26.4,28.2
9.93,12.8,26.2,,9.93,12.4,26.4,,9.93,12.4,26.4,
9.95,12.8,26.2,,9.95,12.4,26.4,,9.95,12.4,26.4,
9.97,12.8,26.2,,9.97,12.4,26.4,,9.97,12.4,26.4,
9.98,12.8,26.2,,9.98,12.4,26.4,,9.98,12.4,26.4,
10.0,12.8,26.2,,10.0,12.4,26.4,,10.0,12.4,26.4,
10.02,12.8,26.2,,10.02,12.4,26.4,,10.02,12.5,26.4,
10.03,12.8,26.2,36.0,10.03,12.4,26.4,,10.03,12.5,26.4,
10.05,12.8,26.2,,10.05,12.4,26.4,28.5,10.05,12.5,26.4,28.5
10.07,12.8,26.2,,10.07,12.4,26.4,,10.07,12.5,26.4,
10.08,12.8,26.2,,10.08,12.4,26.4,,10.08,12.5,26.4,
10.1,12.8,26.2,,10.1,12.4,26.4,,10.1,12.5,26.4,
10.12,12.8,26.2,,10.12,12.4,26.4,,10.12,12.5,26.4,
10.13,12.8,26.2,,10.13,12.4,26.4,,10.13,12.5,26.4,
10.15,12.8,26.2,,10.15,12.4,26.4,,10.15,12.5,26.4,
10.17,12.8,26.2,,10.17,12.4,26.4,,10.17,12.5,26.4,
10.18,12.8,26.2,,10.18,12.4,26.4,,10.18,12.5,26.4,
10.2,12.8,26.2,,10.2,12.4,26.4,,10.2,12.5,26.4,
10.22,12.8,26.2,,10.22,12.4,26.4,,10.22,12.5,26.4,
10.23,12.8,26.2,,10.23,12.4,26.4,,10.23,12.5,26.4,
10.25,12.8,26.2,,10.25,12.4,26.4,,10.25,12.5,26.4,
10.27,12.8,26.2,,10.27,12.4,26.4,,10.27,12.5,26.4,
10.28,12.8,26.2,,10.28,12.4,26.4,,10.28,12.5,26.4,
10.3,12.8,26.2,,10.3,12.4,26.4,,10.3,12.5,26.4,
10.32,12.8,26.2,,10.32,12.4,26.4,,10.32,12.5,26.4,
10.33,12.8,26.2,,10.33,12.4,26.4,,10.33,12.5,26.4,
10.35,12.8,26.2,,10.35,12.4,26.4,,10.35,12.5,26.4,
10.37,12.8,26.2,,10.37,12.5,26.4,,10.37,12.5,26.4,
10.38,12.8,26.2,,10.38,12.5,26.4,,10.38,12.5,26.4,
10.4,12.8,26.2,,10.4,12.5,26.4,,10.4,12.5,26.4,
10.42,12.8,26.2,,10.42,12.5,26.4,,10.42,12.5,26.4,
10.43,12.8,26.2,,10.43,12.5,26.4,,10.43,12.5,26.4,
10.45,12.8,26.2,,10.45,12.5,26.4,,10.45,12.5,26.4,
10.47,12.8,26.2,,10.47,12.5,26.4,,10.47,12.5,26.4,
10.48,12.8,26.2,,10.48,12.5,26.4,,10.48,12.5,26.4,
10.5,12.8,26.2,,10.5,12.5,26.4,,10.5,12.5,26.4,
10.52,12.8,26.2,,10.52,12.5,26.4,,10.52,12.5,26.4,
10.53,12.8,26.2,,10.53,12.5,26.4,,10.53,12.5,26.4,
10.55,12.8,26.2,,10.55,12.5,26.4,,10.55,12.5,26.4,
10.57,12.8,26.2,,10.57,12.5,26.4,,10.57,12.5,26.4,
10.58,12.8,26.2,,10.58,12.5,26.4,,10.58,12.5,26.4,
10.6,12.8,26.2,,10.6,12.5,26.4,,10.6,12.5,26.4,
10.62,12.8,26.2,,10.62,12.5,26.4,,10.62,12.5,26.4,
10.63,12.8,26.2,,10.63,12.5,26.4,,10.63,12.5,26.4,
10.65,12.8,26.2,,10.65,12.5,26.4,,10.65,12.6,26.4,
10.67,12.8,26.2,,10.67,12.5,26.4,,10.67,12.6,26.4,
10.68,12.8,26.2,,10.68,12.5,26.4,,10.68,12.6,26.4,
10.7,12.8,26.2,,10.7,12.5,26.4,,10.7,12.6,26.4,
10.72,12.8,26.2,,10.72,12.5,26.4,,10.72,12.6,26.4,
10.73,12.8,26.2,,10.73,12.5,26.4,,10.73,12.6,26.4,
10.75,12.8,26.2,,10.75,12.5,26.4,,10.75,12.6,26.4,
10.77,12.8,26.2,,10.77,12.6,26.4,,10.77,12.6,26.4,
10.78,12.8,26.2,,10.78,12.6,26.4,,10.78,12.6,26.4,
10.8,12.8,26.2,,10.8,12.6,26.4,,10.8,12.6,26.4,
10.82,12.8,26.2,,10.82,12.6,26.4,,10.82,12.6,26.4,
10.83,12.8,26.2,,10.83,12.6,26.4,,10.83,12.6,26.4,
10.85,12.8,26.2,,10.85,12.6,26.4,,10.85,12.6,26.4,
10.87,12.8,26.2,,10.87,12.6,26.4,,10.87,12.6,26.4,
10.88,12.8,26.2,,10.88,12.6,26.4,,10.88,12.6,26.4,
10.9,12.8,26.2,,10.9,12.6,26.4,,10.9,12.6,26.4,
10.92,12.8,26.2,,10.92,12.6,26.4,,10.92,12.6,26.4,
10.93,12.8,26.2,,10.93,12.6,26.4,,10.93,12.6,26.4,
10.95,12.8,26.2,,10.95,12.6,26.4,,10.95,12.6,26.4,
10.97,12.8,26.2,,10.97,12.6,26.4,,10.97,12.6,26.4,
10.98,12.8,26.2,,10.98,12.6,26.3,,10.98,12.6,26.3,
11.0,12.8,26.2,,11.0,12.6,26.3,,11.0,12.6,26.3,
11.02,12.8,26.2,,11.02,12.6,26.3,,11.02,12.6,26.3,
11.03,12.8,26.2,,11.03,12.6,26.4,,11.03,12.6,26.4,
11.05,12.9,26.2,,11.05,12.6,26.3,,11.05,12.7,26.3,
11.07,12.9,26.2,,11.07,12.6,26.3,,11.07,12.7,26.3,
11.08,12.9,26.2,,11.08,12.6,26.4,,11.08,12.7,26.4,
11.1,12.9,26.2,,11.1,12.6,26.3,,11.1,12.7,26.3,
11.12,12.9,26.2,,11.12,12.6,26.3,,11.12,12.7,26.3,
11.13,12.9,26.2,,11.13,12.6,26.3,,11.13,12.7,26.3,
11.15,12.9,26.2,,11.15,12.6,26.3,,11.15,12.7,26.3,
11.17,12.9,26.2,,11.17,12.6,26.3,,11.17,12.7,26.3,
11.18,12.9,26.2,,11.18,12.6,26.3,,11.18,12.7,26.3,
11.2,12.9,26.2,,11.2,12.7,26.3,,11.2,12.7,26.3,
11.22,12.9,26.2,,11.22,12.7,26.3,,11.22,12.7,26.3,
11.23,12.9,26.2,,11.23,12.7,26.3,,11.23,12.7,26.3,
11.25,12.9,26.2,,11.25,12.7,26.3,,11.25,12.7,26.3,
11.27,12.9,26.2,,11.27,12.7,26.3,,11.27,12.7,26.3,
11.28,12.9,26.2,,11.28,12.7,26.3,,11.28,12.7,26.3,
11.3,12.9,26.2,,11.3,12.7,26.3,,11.3,12.7,26.3,
11.32,12.9,26.2,,11.32,12.7,26.3,,11.32,12.7,26.3,
11.33,12.9,26.2,,11.33,12.7,26.3,,11.33,12.7,26.3,
11.35,12.9,26.2,,11.35,12.7,26.3,,11.35,12.7,26.3,
11.37,12.9,26.2,,11.37,12.7,26.3,,11.37,12.7,26.3,
11.38,12.9,26.2,,11.38,12.7,26.3,,11.38,12.7,26.3,
11.4,12.9,26.1,,11.4,12.7,26.3,,11.4,12.7,26.3,
11.42,12.9,26.1,,11.42,12.7,26.3,,11.42,12.7,26.3,
11.43,12.9,26.1,,11.43,12.7,26.3,,11.43,12.7,26.3,
11.45,12.9,26.1,,11.45,12.7,26.3,,11.45,12.7,26.3,
11.47,12.9,26.1,,11.47,12.7,26.3,,11.47,12.7,26.3,
11.48,12.9,26.1,,11.48,12.7,26.3,,11.48,12.7,26.3,
11.5,12.9,26.1,,11.5,12.7,26.3,,11.5,12.7,26.3,
11.52,12.9,26.1,,11.52,12.7,26.3,,11.52,12.7,26.3,
11.53,12.9,26.1,,11.53,12.7,26.3,,11.53,12.7,26.3,
11.55,12.9,26.1,,11.55,12.7,26.3,,11.55,12.7,26.3,
11.57,12.9,26.1,,11.57,12.7,26.3,,11.57,12.7,26.3,
11.58,12.9,26.1,,11.58,12.7,26.3,,11.58,12.7,26.3,
11.6,12.9,26.1,,11.6,12.7,26.3,,11.6,12.7,26.3,
11.62,12.9,26.1,,11.62,12.7,26.3,,11.62,12.7,26.3,
11.63,12.9,26.1,,11.63,12.7,26.3,,11.63,12.7,26.3,
11.65,12.9,26.1,,11.65,12.7,26.3,,11.65,12.7,26.3,
11.67,12.9,26.1,,11.67,12.7,26.3,,11.67,12.8,26.3,
11.68,12.9,26.1,,11.68,12.7,26.3,,11.68,12.8,26.3,
11.7,12.9,26.1,,11.7,12.7,26.3,,11.7,12.8,26.3,
11.72,12.9,26.1,,11.72,12.7,26.3,,11.72,12.8,26.3,
11.73,12.9,26.1,,11.73,12.7,26.3,,11.73,12.8,26.3,
11.75,12.9,26.1,,11.75,12.7,26.3,,11.75,12.8,26.3,
11.77,12.9,26.1,,11.77,12.7,26.3,,11.77,12.8,26.3,
11.78,12.9,26.1,,11.78,12.7,26.3,,11.78,12.8,26.3,
11.8,12.9,26.1,,11.8,12.7,26.3,,11.8,12.8,26.3,
11.82,12.9,26.1,,11.82,12.7,26.3,,11.82,12.8,26.3,
11.83,12.9,26.1,,11.83,12.7,26.3,,11.83,12.8,26.3,
11.85,12.9,26.1,,11.85,12.7,26.3,,11.85,12.8,26.3,
11.87,12.9,26.1,,11.87,12.7,26.3,,11.87,12.8,26.3,
11.88,12.9,26.1,,11.88,12.7,26.3,,11.88,12.8,26.3,
11.9,12.9,26.1,,11.9,12.7,26.3,,11.9,12.8,26.3,
11.92,12.9,26.1,,11.92,12.7,26.3,,11.92,12.8,26.3,
11.93,12.9,26.1,,11.93,12.8,26.3,,11.93,12.8,26.3,
11.95,12.9,26.1,,11.95,12.8,26.3,,11.95,12.8,26.3,
11.97,12.9,26.1,,11.97,12.8,26.3,,11.97,12.8,26.3,
11.98,12.9,26.1,,11.98,12.8,26.3,,11.98,12.8,26.3,
12.0,12.9,26.1,,12.0,12.8,26.3,,12.0,12.8,26.3,
12.02,12.9,26.1,,12.02,12.8,26.3,,12.02,12.8,26.3,
12.03,12.9,26.1,,12.03,12.8,26.3,,12.03,12.8,26.3,
12.05,12.9,26.1,,12.05,12.8,26.3,,12.05,12.8,26.3,
12.07,12.9,26.1,,12.07,12.8,26.3,,12.07,12.8,26.3,
12.08,12.9,26.1,,12.08,12.8,26.3,,12.08,12.8,26.3,
12.1,12.9,26.1,,12.1,12.8,26.3,,12.1,12.8,26.3,
12.12,12.9,26.1,,12.12,12.8,26.3,,12.12,12.8,26.3,
12.13,12.9,26.1,,12.13,12.8,26.3,,12.13,12.8,26.3,
12.15,12.9,26.1,,12.15,12.8,26.3,,12.15,12.8,26.3,
12.17,12.9,26.1,,12.17,12.8,26.3,,12.17,12.8,26.3,
12.18,12.9,26.1,,12.18,12.8,26.3,,12.18,12.8,26.3,
12.2,12.9,26.1,,12.2,12.8,26.3,,12.2,12.8,26.3,
12.22,12.9,26.1,,12.22,12.8,26.3,,12.22,12.8,26.3,
12.23,12.9,26.1,,12.23,12.8,26.3,,12.23,12.8,26.3,
12.25,12.9,26.1,,12.25,12.8,26.3,,12.25,12.8,26.3,
12.27,12.9,26.1,,12.27,12.8,26.3,,12.27,12.8,26.3,
12.28,12.9,26.1,,12.28,12.8,26.3,,12.28,12.8,26.3,
12.3,12.9,26.1,,12.3,12.8,26.3,,12.3,12.8,26.3,
12.32,12.9,26.1,,12.32,12.8,26.3,,12.32,12.8,26.3,
12.33,12.9,26.1,,12.33,12.8,26.3,,12.33,12.8,26.3,
12.35,12.9,26.1,,12.35,12.8,26.3,,12.35,12.9,26.3,
12.37,12.9,26.1,,12.37,12.8,26.3,,12.37,12.9,26.3,
12.38,12.9,26.1,,12.38,12.8,26.3,,12.38,12.9,26.3,
12.4,12.9,26.1,,12.4,12.8,26.3,,12.4,12.9,26.3,
12.42,12.9,26.1,,12.42,12.8,26.3,,12.42,12.9,26.3,
12.43,12.9,26.1,,12.43,12.8,26.3,,12.43,12.9,26.3,
12.45,12.9,26.1,,12.45,12.8,26.3,,12.45,12.9,26.3,
12.47,12.9,26.1,,12.47,12.8,26.3,,12.47,12.9,26.3,
12.48,12.9,26.1,,12.48,12.8,26.3,,12.48,12.9,26.3,
12.5,12.9,26.1,,12.5,12.8,26.3,,12.5,12.9,26.3,
12.52,12.9,26.1,,12.52,12.8,26.3,,12.52,12.9,26.3,
12.53,12.9,26.1,,12.53,12.8,26.3,,12.53,12.9,26.3,
12.55,12.9,26.1,,12.55,12.8,26.3,,12.55,12.9,26.3,
12.57,12.9,26.1,,12.57,12.8,26.3,,12.57,12.9,26.3,
12.58,12.9,26.1,,12.58,12.8,26.3,,12.58,12.9,26.3,
12.6,12.9,26.1,,12.6,12.8,26.3,,12.6,12.9,26.3,
12.62,12.9,26.1,,12.62,12.8,26.3,,12.62,12.9,26.3,
12.63,12.9,26.1,,12.63,12.8,26.3,,12.63,12.9,26.3,
12.65,12.9,26.1,,12.65,12.8,26.3,,12.65,12.9,26.3,
12.67,12.9,26.1,,12.67,12.8,26.3,,12.67,12.9,26.3,
12.68,12.9,26.1,,12.68,12.8,26.3,,12.68,12.9,26.3,
12.7,12.9,26.1,,12.7,12.8,26.3,,12.7,12.9,26.3,
12.72,12.9,26.1,,12.72,12.8,26.3,,12.72,12.9,26.3,
12.73,13.0,26.1,,12.73,12.8,26.3,,12.73,12.9,26.3,
12.75,13.0,26.1,,12.75,12.8,26.3,,12.75,12.9,26.3,
12.77,13.0,26.1,,12.77,12.8,26.3,,12.77,12.9,26.3,
12.78,13.0,26.1,,12.78,12.8,26.3,,12.78,12.9,26.3,
12.8,13.0,26.1,,12.8,12.8,26.3,,12.8,12.9,26.3,
12.82,13.0,26.1,,12.82,12.8,26.3,,12.82,12.9,26.3,
12.83,13.0,26.1,,12.83,12.8,26.3,,12.83,12.9,26.3,
12.85,13.0,26.1,,12.85,12.8,26.3,,12.85,12.9,26.3,
12.87,13.0,26.1,,12.87,12.8,26.3,,12.87,12.9,26.3,
12.88,13.0,26.1,,12.88,12.8,26.3,,12.88,12.9,26.3,
12.9,13.0,26.1,,12.9,12.8,26.3,,12.9,12.9,26.3,
12.92,13.0,26.1,,12.92,12.8,26.3,,12.92,12.9,26.3,
12.93,13.0,26.1,,12.93,12.8,26.3,,12.93,12.9,26.3,
12.95,13.0,26.1,,12.95,12.8,26.3,,12.95,12.9,26.3,
12.97,13.0,26.1,,12.97,12.8,26.3,,12.97,12.9,26.3,
12.98,13.0,26.1,,12.98,12.8,26.3,,12.98,12.9,26.3,
13.0,13.0,26.1,,13.0,12.8,26.3,,13.0,12.9,26.3,
13.02,13.0,26.1,,13.02,12.8,26.3,,13.02,12.9,26.3,
13.03,13.0,26.1,,13.03,12.8,26.3,,13.03,12.9,26.3,
13.05,13.0,26.1,,13.05,12.8,26.3,,13.05,12.9,26.3,
13.07,13.0,26.1,,13.07,12.8,26.3,,13.07,12.9,26.3,
13.08,13.0,26.1,,13.08,12.8,26.3,,13.08,12.9,26.3,
13.1,13.0,26.1,,13.1,12.9,26.3,,13.1,12.9,26.3,
13.12,13.0,26.1,,13.12,12.9,26.3,,13.12,12.9,26.3,
13.13,13.0,26.1,,13.13,12.9,26.3,,13.13,12.9,26.3,
13.15,13.0,26.1,,13.15,12.9,26.3,,13.15,12.9,26.3,
13.17,13.0,26.1,,13.17,12.9,26.3,,13.17,12.9,26.3,
13.18,13.0,26.1,,13.18,12.9,26.3,,13.18,12.9,26.3,
13.2,13.0,26.1,,13.2,12.9,26.3,,13.2,12.9,26.3,
13.22,13.0,26.1,,13.22,12.9,26.3,,13.22,12.9,26.3,
13.23,13.0,26.1,,13.23,12.9,26.3,,13.23,12.9,26.3,
13.25,13.0,26.1,,13.25,12.9,26.3,,13.25,12.9,26.3,
13.27,13.0,26.1,,13.27,12.9,26.3,,13.27,12.9,26.3,
13.28,13.0,26.1,,13.28,12.9,26.3,,13.28,12.9,26.3,
13.3,13.0,26.1,,13.3,12.9,26.3,,13.3,12.9,26.3,
13.32,13.0,26.1,,13.32,12.9,26.3,,13.32,12.9,26.3,
13.33,13.0,26.1,,13.33,12.9,26.3,,13.33,12.9,26.3,
13.35,13.0,26.1,,13.35,12.9,26.3,,13.35,12.9,26.3,
13.37,13.0,26.1,,13.37,12.9,26.3,,13.37,12.9,26.3,
13.38,13.0,26.1,,13.38,12.9,26.3,,13.38,13.0,26.3,
13.4,13.0,26.1,,13.4,12.9,26.3,,13.4,13.0,26.3,
13.42,13.0,26.1,,13.42,12.9,26.3,,13.42,13.0,26.3,
13.43,13.0,26.1,,13.43,12.9,26.3,,13.43,13.0,26.3,
13.45,13.0,26.1,,13.45,12.9,26.3,,13.45,13.0,26.3,
13.47,13.0,26.1,,13.47,12.9,26.3,,13.47,13.0,26.3,
13.48,13.0,26.1,,13.48,12.9,26.3,,13.48,13.0,26.3,
13.5,13.0,26.1,,13.5,12.9,26.3,,13.5,13.0,26.3,
13.52,13.0,26.1,,13.52,12.9,26.3,,13.52,13.0,26.3,
13.53,13.0,26.1,,13.53,12.9,26.3,,13.53,13.0,26.3,
13.55,13.0,26.1,,13.55,12.9,26.3,,13.55,13.0,26.3,
13.57,13.0,26.1,,13.57,12.9,26.3,,13.57,13.0,26.3,
13.58,13.0,26.1,,13.58,12.9,26.3,,13.58,13.0,26.3,
13.6,13.0,26.1,,13.6,12.9,26.3,,13.6,13.0,26.3,
13.62,13.0,26.1,,13.62,12.9,26.3,,13.62,13.0,26.3,
13.63,13.0,26.1,,13.63,12.9,26.3,,13.63,13.0,26.3,
13.65,13.0,26.1,,13.65,12.9,26.3,,13.65,13.0,26.3,
13.67,13.0,26.1,,13.67,12.9,26.3,,13.67,13.0,26.3,
13.68,13.0,26.1,,13.68,12.9,26.3,,13.68,13.0,26.3,
13.7,13.0,26.1,,13.7,12.9,26.3,,13.7,13.0,26.3,
13.72,13.0,26.1,,13.72,12.9,26.3,,13.72,13.0,26.3,
13.73,13.0,26.1,,13.73,12.9,26.3,,13.73,13.0,26.3,
13.75,13.0,26.1,,13.75,12.9,26.3,,13.75,13.0,26.3,
13.77,13.0,26.1,,13.77,12.9,26.3,,13.77,13.0,26.3,
13.78,13.0,26.1,,13.78,12.9,26.3,,13.78,13.0,26.3,
13.8,13.0,26.1,,13.8,12.9,26.3,,13.8,13.0,26.3,
13.82,13.0,26.1,,13.82,12.9,26.3,,13.82,13.0,26.3,
13.83,13.0,26.1,,13.83,12.9,26.3,,13.83,13.0,26.3,
13.85,13.0,26.1,,13.85,12.9,26.3,,13.85,13.0,26.3,
13.87,13.0,26.1,,13.87,12.9,26.3,,13.87,13.0,26.3,
13.88,13.0,26.1,,13.88,12.9,26.3,,13.88,13.0,26.3,
13.9,13.0,26.1,,13.9,12.9,26.3,,13.9,13.0,26.3,
13.92,13.0,26.1,,13.92,12.9,26.3,,13.92,13.0,26.3,
13.93,13.0,26.1,,13.93,12.9,26.3,,13.93,13.0,26.3,
13.95,13.0,26.1,,13.95,12.9,26.3,,13.95,13.0,26.3,
13.97,13.0,26.1,,13.97,12.9,26.3,,13.97,13.0,26.3,
13.98,13.0,26.1,,13.98,12.9,26.3,,13.98,13.0,26.3,
14.0,13.0,26.1,,14.0,12.9,26.3,,14.0,13.0,26.3,
14.02,13.0,26.1,,14.02,12.9,26.3,,14.02,13.0,26.3,
14.03,13.0,26.1,,14.03,12.9,26.3,,14.03,13.0,26.3,
14.05,13.0,26.1,,14.05,12.9,26.3,,14.05,13.0,26.3,
14.07,13.0,26.1,,14.07,12.9,26.3,,14.07,13.0,26.3,
14.08,13.0,26.1,,14.08,12.9,26.3,,14.08,13.0,26.3,
14.1,13.0,26.1,,14.1,12.9,26.3,,14.1,13.0,26.3,
14.12,13.0,26.1,,14.12,12.9,26.3,,14.12,13.0,26.3,
14.13,13.0,26.1,,14.13,12.9,26.3,,14.13,13.0,26.3,
14.15,13.0,26.1,,14.15,12.9,26.3,,14.15,13.0,26.3,
14.17,13.0,26.1,,14.17,12.9,26.3,,14.17,13.0,26.3,
14.18,13.0,26.1,,14.18,12.9,26.3,,14.18,13.0,26.3,
14.2,13.0,26.1,,14.2,12.9,26.3,,14.2,13.0,26.3,
14.22,13.0,26.1,,14.22,12.9,26.3,,14.22,13.0,26.3,
14.23,13.0,26.1,,14.23,12.9,26.3,,14.23,13.0,26.3,
14.25,13.0,26.1,,14.25,12.9,26.3,,14.25,13.0,26.3,
14.27,13.0,26.1,,14.27,12.9,26.3,,14.27,13.0,26.3,
14.28,13.0,26.1,,14.28,12.9,26.3,,14.28,13.0,26.3,
14.3,13.0,26.1,,14.3,12.9,26.3,,14.3,13.0,26.3,
14.32,13.0,26.1,,14.32,12.9,26.3,,14.32,13.0,26.3,
14.33,13.0,26.1,,14.33,12.9,26.3,,14.33,13.0,26.3,
14.35,13.0,26.1,,14.35,12.9,26.3,,14.35,13.0,26.3,
14.37,13.0,26.1,,14.37,12.9,26.3,,14.37,13.0,26.3,
14.38,13.0,26.1,,14.38,12.9,26.3,,14.38,13.0,26.3,
14.4,13.0,26.1,,14.4,12.9,26.3,,14.4,13.0,26.3,
14.42,13.0,26.1,,14.42,12.9,26.3,,14.42,13.0,26.3,
14.43,13.0,26.1,,14.43,12.9,26.3,,14.43,13.0,26.3,
14.45,13.0,26.1,,14.45,12.9,26.3,,14.45,13.0,26.3,
14.47,13.0,26.1,,14.47,12.9,26.3,,14.47,13.0,26.3,
14.48,13.0,26.1,,14.48,12.9,26.3,,14.48,13.0,26.3,
14.5,13.0,26.1,,14.5,12.9,26.3,,14.5,13.0,26.3,
14.52,13.0,26.1,,14.52,12.9,26.3,,14.52,13.0,26.3,
14.53,13.0,26.1,,14.53,12.9,26.3,,14.53,13.0,26.3,
14.55,13.0,26.1,,14.55,12.9,26.3,,14.55,13.0,26.3,
14.57,13.0,26.1,,14.57,12.9,26.3,,14.57,13.0,26.3,
14.58,13.0,26.1,,14.58,12.9,26.3,,14.58,13.0,26.3,
14.6,13.0,26.1,,14.6,12.9,26.3,,14.6,13.0,26.3,
14.62,13.0,26.1,,14.62,12.9,26.3,,14.62,13.0,26.3,
14.63,13.0,26.1,,14.63,12.9,26.3,,14.63,13.0,26.3,
