Run 1: Time (min) (±0.01 min),Run 1: pH (±0.3 pH),Run 1: Temperature (°C) (±0.1°C),Run 1: Volume of NaOH Added (cm^3) (±0.02 cm^3),Run 2: Time (min) (±0.01 min),Run 2: pH (±0.3 pH),Run 2: Temperature (°C) (±0.1°C),Run 2: Volume of NaOH Added (cm^3) (±0.02 cm^3),Run 3: Time (min) (±0.01 min),Run 3: pH (±0.3 pH),Run 3: Temperature (°C) (±0.1°C),Run 3: Volume of NaOH Added (cm^3) (±0.02 cm^3)
5.38,5.9,25.5,20.0,5.38,5.6,26.6,,5.38,7.1,26.4,
5.4,5.9,25.6,,5.4,5.6,26.6,,5.4,7.2,26.4,
5.42,5.9,25.5,,5.42,5.6,26.6,,5.42,7.4,26.4,21.0
5.43,5.9,25.5,,5.43,5.6,26.6,,5.43,7.6,26.4,
5.45,5.9,25.5,,5.45,5.6,26.6,,5.45,7.7,26.4,
5.47,6.0,25.6,20.2,5.47,5.6,26.6,,5.47,7.9,26.4,21.2
5.48,6.0,25.6,,5.48,5.6,26.6,,5.48,8.2,26.4,
5.5,6.0,25.6,,5.5,5.6,26.6,,5.5,8.5,26.4,
5.52,6.0,25.6,,5.52,5.6,26.6,17.5,5.52,8.9,26.4,
5.53,6.0,25.6,,5.53,5.6,26.6,,5.53,9.3,26.4,21.5
5.55,6.0,25.6,20.5,5.55,5.6,26.6,,5.55,9.6,26.4,
5.57,6.0,25.6,,5.57,5.6,26.6,,5.57,10.0,26.4,
5.58,6.1,25.6,,5.58,5.6,26.6,,5.58,10.3,26.4,
5.6,6.1,25.6,,5.6,5.6,26.6,,5.6,10.5,26.4,
5.62,6.1,25.6,,5.62,5.6,26.6,,5.62,10.7,26.4,
5.63,6.1,25.6,,5.63,5.6,26.6,,5.63,10.9,26.4,
5.65,6.1,25.6,,5.65,5.7,26.6,,5.65,11.0,26.4,
5.67,6.1,25.6,21.0,5.67,5.7,26.6,,5.67,11.1,26.4,
5.68,6.1,25.6,,5.68,5.7,26.6,,5.68,11.2,26.4,
5.7,6.1,25.6,,5.7,5.7,26.6,,5.7,11.2,26.4,
5.72,6.1,25.6,,5.72,5.7,26.6,18.0,5.72,11.3,26.4,22.0
5.73,6.1,25.6,,5.73,5.7,26.6,,5.73,11.4,26.4,
5.75,6.1,25.6,21.5,5.75,5.7,26.6,,5.75,11.4,26.4,
5.77,6.1,25.6,,5.77,5.7,26.6,,5.77,11.4,26.4,
5.78,6.1,25.6,,5.78,5.7,26.6,,5.78,11.4,26.4,
5.8,6.1,25.6,,5.8,5.7,26.6,,5.8,11.5,26.4,
5.82,6.1,25.6,,5.82,5.7,26.6,,5.82,11.5,26.4,
5.83,6.1,25.6,22.0,5.83,5.7,26.6,,5.83,11.5,26.4,
5.85,6.1,25.6,,5.85,5.7,26.6,,5.85,11.5,26.4,22.5
5.87,6.1,25.6,,5.87,5.7,26.6,,5.87,11.6,26.4,
5.88,6.1,25.6,22.2,5.88,5.7,26.6,18.5,5.88,11.6,26.4,
5.9,6.1,25.6,,5.9,5.7,26.6,,5.9,11.6,26.4,
5.92,6.1,25.6,,5.92,5.7,26.6,,5.92,11.6,26.4,
5.93,6.1,25.6,,5.93,5.7,26.6,,5.93,11.6,26.4,
5.95,6.1,25.6,22.5,5.95,5.7,26.6,,5.95,11.6,26.4,
5.97,6.1,25.6,,5.97,5.8,26.6,,5.97,11.7,26.4,
5.98,6.2,25.6,,5.98,5.8,26.6,,5.98,11.7,26.4,
6.0,6.2,25.6,22.7,6.0,5.8,26.6,,6.0,11.7,26.4,
6.02,6.2,25.6,,6.02,5.8,26.6,,6.02,11.7,26.4,
6.03,6.2,25.6,,6.03,5.8,26.6,,6.03,11.7,26.4,23.0
6.05,6.3,25.6,,6.05,5.8,26.6,19.0,6.05,11.7,26.4,
6.07,6.3,25.6,23.0,6.07,5.8,26.6,,6.07,11.8,26.4,
6.08,6.3,25.6,,6.08,5.8,26.6,,6.08,11.8,26.4,
6.1,6.4,25.6,,6.1,5.8,26.6,,6.1,11.8,26.4,
6.12,6.4,25.6,,6.12,5.8,26.6,,6.12,11.8,26.4,23.5
6.13,6.4,25.6,,6.13,5.8,26.6,,6.13,11.8,26.4,
6.15,6.5,25.6,,6.15,5.9,26.6,,6.15,11.8,26.4,
6.17,6.5,25.6,23.5,6.17,5.9,26.6,19.5,6.17,11.8,26.4,
6.18,6.5,25.6,,6.18,5.9,26.6,,6.18,11.8,26.4,
6.2,6.6,25.6,,6.2,5.9,26.6,,6.2,11.8,26.4,
6.22,6.6,25.6,,6.22,5.9,26.6,,6.22,11.8,26.4,
6.23,6.7,25.6,,6.23,5.9,26.6,,6.23,11.8,26.4,
6.25,6.7,25.6,,6.25,5.9,26.6,20.0,6.25,11.9,26.4,24.0
6.27,6.8,25.6,24.0,6.27,5.9,26.6,,6.27,11.9,26.4,
6.28,6.8,25.6,,6.28,6.0,26.6,,6.28,11.9,26.4,
6.3,6.9,25.6,,6.3,6.0,26.6,20.2,6.3,11.9,26.4,
6.32,6.9,25.6,24.2,6.32,6.0,26.6,,6.32,11.9,26.4,
6.33,7.0,25.6,,6.33,6.0,26.6,,6.33,11.9,26.4,
6.35,7.0,25.6,,6.35,6.0,26.6,20.5,6.35,11.9,26.4,
6.37,7.1,25.6,24.5,6.37,6.0,26.6,,6.37,12.0,26.4,
6.38,7.2,25.6,,6.38,6.0,26.6,,6.38,12.0,26.4,
6.4,7.3,25.6,,6.4,6.0,26.6,20.7,6.4,12.0,26.4,24.5
6.42,7.3,25.6,,6.42,6.0,26.6,,6.42,12.0,26.4,
6.43,7.4,25.6,,6.43,6.0,26.6,,6.43,12.0,26.4,
6.45,7.5,25.6,,6.45,6.0,26.6,21.0,6.45,12.0,26.4,
6.47,7.5,25.6,25.0,6.47,6.0,26.6,,6.47,12.0,26.4,
6.48,7.6,25.6,,6.48,6.0,26.6,,6.48,12.0,26.4,
6.5,7.7,25.6,,6.5,6.0,26.6,,6.5,12.0,26.4,
6.52,7.8,25.6,,6.52,6.0,26.6,,6.52,12.0,26.4,
6.53,7.9,25.6,25.2,6.53,6.0,26.6,,6.53,12.0,26.4,
6.55,8.0,25.6,,6.55,6.0,26.6,21.5,6.55,12.0,26.4,
6.57,8.1,25.6,,6.57,6.0,26.6,,6.57,12.0,26.4,25.0
6.58,8.2,25.6,,6.58,6.0,26.6,,6.58,12.1,26.4,
6.6,8.3,25.6,,6.6,6.0,26.6,,6.6,12.1,26.4,
6.62,8.4,25.6,25.5,6.62,6.0,26.6,,6.62,12.1,26.4,
6.63,8.5,25.6,,6.63,6.0,26.6,,6.63,12.1,26.4,
6.65,8.6,25.6,,6.65,6.0,26.6,22.0,6.65,12.1,26.4,
6.67,8.7,25.6,,6.67,6.0,26.6,,6.67,12.1,26.4,
6.68,8.8,25.6,,6.68,6.1,26.6,,6.68,12.1,26.4,
6.7,8.9,25.6,,6.7,6.1,26.6,,6.7,12.1,26.4,
6.72,9.1,25.6,26.0,6.72,6.1,26.6,22.5,6.72,12.1,26.4,
6.73,9.2,25.6,,6.73,6.1,26.6,,6.73,12.1,26.4,25.5
6.75,9.3,25.6,,6.75,6.2,26.6,,6.75,12.1,26.4,
6.77,9.3,25.6,,6.77,6.2,26.6,,6.77,12.1,26.4,
6.78,9.4,25.6,,6.78,6.2,26.6,23.0,6.78,12.1,26.4,
6.8,9.5,25.6,,6.8,6.3,26.6,,6.8,12.1,26.4,
6.82,9.6,25.6,,6.82,6.3,26.6,23.2,6.82,12.1,26.4,
6.83,9.6,25.6,26.5,6.83,6.3,26.7,,6.83,12.1,26.4,
6.85,9.7,25.6,,6.85,6.4,26.6,,6.85,12.1,26.4,
6.87,9.7,25.6,,6.87,6.4,26.6,23.5,6.87,12.1,26.4,
6.88,9.8,25.6,,6.88,6.5,26.7,,6.88,12.1,26.4,26.0
6.9,9.9,25.6,,6.9,6.5,26.7,,6.9,12.1,26.4,
6.92,9.9,25.6,,6.92,6.5,26.7,23.7,6.92,12.1,26.4,
6.93,9.9,25.6,,6.93,6.6,26.7,,6.93,12.2,26.4,
6.95,10.0,25.6,,6.95,6.7,26.7,24.0,6.95,12.2,26.4,
6.97,10.0,25.6,27.0,6.97,6.7,26.7,,6.97,12.2,26.4,
6.98,10.1,25.6,,6.98,6.8,26.7,,6.98,12.2,26.4,
7.0,10.1,25.6,,7.0,6.9,26.7,,7.0,12.2,26.4,
7.02,10.1,25.6,,7.02,6.9,26.7,24.5,7.02,12.2,26.4,
7.03,10.2,25.6,,7.03,7.0,26.7,,7.03,12.2,26.4,
7.05,10.2,25.6,,7.05,7.1,26.7,,7.05,12.2,26.4,
7.07,10.2,25.6,,7.07,7.2,26.7,24.7,7.07,12.2,26.4,26.5
7.08,10.3,25.6,27.5,7.08,7.3,26.7,,7.08,12.2,26.4,
7.1,10.3,25.6,,7.1,7.3,26.7,,7.1,12.2,26.4,
7.12,10.3,25.6,,7.12,7.4,26.7,25.0,7.12,12.2,26.4,
7.13,10.4,25.6,,7.13,7.5,26.7,,7.13,12.2,26.4,
7.15,10.4,25.6,,7.15,7.6,26.7,,7.15,12.2,26.4,
7.17,10.4,25.6,,7.17,7.7,26.7,,7.17,12.2,26.4,
7.18,10.5,25.6,,7.18,7.8,26.7,,7.18,12.2,26.4,27.0
7.2,10.5,25.6,28.0,7.2,7.9,26.7,25.5,7.2,12.2,26.4,
7.22,10.5,25.6,,7.22,8.0,26.7,,7.22,12.2,26.4,
7.23,10.6,25.6,,7.23,8.1,26.7,,7.23,12.2,26.3,
7.25,10.6,25.6,,7.25,8.2,26.7,25.7,7.25,12.2,26.3,
7.27,10.6,25.6,,7.27,8.3,26.7,,7.27,12.2,26.3,
7.28,10.7,25.6,,7.28,8.4,26.7,,7.28,12.2,26.3,
7.3,10.7,25.6,,7.3,8.6,26.7,,7.3,12.2,26.3,
7.32,10.7,25.6,28.5,7.32,8.7,26.7,26.0,7.32,12.2,26.3,
7.33,10.8,25.6,,7.33,8.8,26.7,,7.33,12.2,26.3,
7.35,10.8,25.6,,7.35,8.9,26.7,,7.35,12.2,26.3,
7.37,10.8,25.6,,7.37,9.0,26.7,,7.37,12.2,26.3,
7.38,10.9,25.6,,7.38,9.1,26.7,,7.38,12.2,26.3,27.5
7.4,10.9,25.6,,7.4,9.2,26.7,26.2,7.4,12.2,26.3,
7.42,10.9,25.6,29.0,7.42,9.3,26.7,,7.42,12.2,26.3,
7.43,11.0,25.6,,7.43,9.4,26.7,,7.43,12.2,26.3,
7.45,11.0,25.6,,7.45,9.5,26.7,,7.45,12.3,26.3,
7.47,11.0,25.6,,7.47,9.5,26.7,26.5,7.47,12.3,26.3,
7.48,11.0,25.6,,7.48,9.6,26.7,,7.48,12.3,26.3,
7.5,11.1,25.6,,7.5,9.7,26.7,,7.5,12.3,26.3,28.0
7.52,11.1,25.6,,7.52,9.7,26.7,,7.52,12.3,26.3,
7.53,11.1,25.6,,7.53,9.7,26.7,,7.53,12.3,26.3,
7.55,11.2,25.6,,7.55,9.8,26.7,27.0,7.55,12.3,26.3,
7.57,11.2,25.6,29.5,7.57,9.8,26.7,,7.57,12.3,26.3,
7.58,11.2,25.6,,7.58,9.9,26.7,,7.58,12.3,26.3,28.5
7.6,11.2,25.6,,7.6,9.9,26.7,,7.6,12.3,26.3,
7.62,11.2,25.6,,7.62,9.9,26.7,27.2,7.62,12.3,26.3,
7.63,11.3,25.6,,7.63,10.0,26.7,,7.63,12.3,26.3,
7.65,11.3,25.6,,7.65,10.0,26.7,,7.65,12.4,26.3,
7.67,11.3,25.6,,7.67,10.0,26.7,,7.67,12.4,26.3,
7.68,11.3,25.6,,7.68,10.1,26.7,27.5,7.68,12.4,26.3,29.0
7.7,11.3,25.6,,7.7,10.1,26.7,,7.7,12.4,26.3,
7.72,11.4,25.6,,7.72,10.1,26.7,,7.72,12.4,26.3,
7.73,11.4,25.6,,7.73,10.1,26.7,,7.73,12.4,26.3,
7.75,11.4,25.6,,7.75,10.2,26.7,,7.75,12.4,26.3,
7.77,11.4,25.6,,7.77,10.2,26.7,27.7,7.77,12.4,26.3,
7.78,11.5,25.6,,7.78,10.2,26.7,,7.78,12.4,26.3,
7.8,11.5,25.6,,7.8,10.2,26.7,,7.8,12.4,26.3,
7.82,11.5,25.6,,7.82,10.3,26.7,28.0,7.82,12.4,26.3,29.5
7.83,11.5,25.6,,7.83,10.3,26.7,,7.83,12.4,26.3,
7.85,11.5,25.6,30.5,7.85,10.3,26.7,,7.85,12.4,26.3,
7.87,11.6,25.6,,7.87,10.4,26.7,,7.87,12.4,26.3,
7.88,11.6,25.6,,7.88,10.4,26.7,,7.88,12.4,26.3,
7.9,11.6,25.6,,7.9,10.4,26.7,,7.9,12.4,26.3,
7.92,11.6,25.6,,7.92,10.4,26.7,,7.92,12.4,26.3,30.0
7.93,11.6,25.6,,7.93,10.5,26.7,,7.93,12.4,26.3,
7.95,11.6,25.6,,7.95,10.5,26.7,28.5,7.95,12.4,26.3,
7.97,11.6,25.6,,7.97,10.5,26.7,,7.97,12.4,26.3,
7.98,11.7,25.6,,7.98,10.5,26.7,,7.98,12.4,26.3,
8.0,11.7,25.6,,8.0,10.5,26.7,,8.0,12.4,26.3,
8.02,11.7,25.6,,8.02,10.6,26.7,,8.02,12.4,26.3,
8.03,11.7,25.6,31.5,8.03,10.6,26.7,,8.03,12.4,26.3,30.5
8.05,11.7,25.6,,8.05,10.6,26.7,,8.05,12.4,26.3,
8.07,11.7,25.6,,8.07,10.6,26.7,29.0,8.07,12.4,26.3,
8.08,11.7,25.6,,8.08,10.7,26.7,,8.08,12.4,26.3,
8.1,11.7,25.6,,8.1,10.7,26.7,,8.1,12.4,26.3,
8.12,11.7,25.6,,8.12,10.7,26.7,,8.12,12.4,26.3,
8.13,11.8,25.6,,8.13,10.7,26.7,,8.13,12.4,26.3,
8.15,11.8,25.6,,8.15,10.8,26.7,,8.15,12.4,26.3,31.0
8.17,11.8,25.6,32.0,8.17,10.8,26.7,,8.17,12.4,26.3,
8.18,11.8,25.6,,8.18,,26.7,29.5,8.18,12.4,26.3,
8.2,11.8,25.6,,8.2,,26.7,,8.2,12.4,26.3,
8.22,11.8,25.6,,8.22,,26.7,,8.22,12.4,26.3,
8.23,11.8,25.6,,8.23,,26.7,,8.23,12.4,26.3,
8.25,11.8,25.6,,8.25,,26.7,,8.25,12.4,26.3,
8.27,11.8,25.6,32.5,8.27,,26.7,,8.27,12.4,26.3,31.5
8.28,11.8,25.6,,8.28,,26.7,,8.28,12.4,26.3,
8.3,11.8,25.6,,8.3,,26.7,,8.3,12.4,26.3,
8.32,11.8,25.6,,8.32,,26.7,,8.32,12.4,26.3,
8.33,11.9,25.6,,8.33,,26.7,30.0,8.33,12.4,26.3,
8.35,11.9,25.6,,8.35,,26.7,,8.35,12.4,26.3,
8.37,11.9,25.6,,8.37,,26.7,,8.37,12.4,26.3,
8.38,11.9,25.6,,8.38,,26.7,,8.38,12.4,26.3,
8.4,11.9,25.6,,8.4,,26.7,,8.4,12.4,26.3,
8.42,11.9,25.6,,8.42,,26.7,,8.42,12.4,26.3,
8.43,11.9,25.6,,8.43,,26.7,,8.43,12.5,26.3,
8.45,11.9,25.6,,8.45,,26.7,,8.45,12.5,26.3,
8.47,11.9,25.6,,8.47,,26.7,,8.47,12.5,26.3,
8.48,11.9,25.6,,8.48,,26.7,,8.48,12.5,26.3,
8.5,11.9,25.6,,8.5,,26.7,,8.5,12.5,26.3,
8.52,11.9,25.6,,8.52,,26.7,,8.52,12.5,26.3,
8.53,11.9,25.6,,8.53,,26.7,,8.53,12.5,26.3,
8.55,11.9,25.6,,8.55,,26.7,,8.55,12.5,26.3,
8.57,11.9,25.6,,8.57,,26.7,,8.57,12.5,26.3,
8.58,11.9,25.6,,8.58,,26.7,,8.58,12.5,26.3,
8.6,11.9,25.6,,8.6,,26.7,,8.6,12.5,26.3,
8.62,11.9,25.6,,8.62,,26.7,,8.62,12.5,26.3,
8.63,11.9,25.6,,8.63,,26.7,,8.63,12.5,26.3,
8.65,11.9,25.6,,8.65,,26.7,,8.65,12.5,26.3,
8.67,12.0,25.6,,8.67,,26.7,,8.67,12.5,26.3,
8.68,12.0,25.6,,8.68,,26.7,,8.68,12.5,26.3,
8.7,12.0,25.6,,8.7,,26.7,,8.7,12.5,26.3,
8.72,12.0,25.6,,8.72,,26.7,,8.72,12.5,26.3,
8.73,12.0,25.6,,8.73,,26.7,,8.73,12.5,26.3,
8.75,12.0,25.6,,8.75,,26.7,,8.75,12.5,26.3,
8.77,12.0,25.6,,8.77,,26.7,,8.77,12.5,26.3,
8.78,12.0,25.6,,8.78,,26.7,,8.78,12.5,26.3,
8.8,12.0,25.6,,8.8,,26.7,,8.8,12.5,26.3,
8.82,12.0,25.6,,8.82,,26.7,,8.82,12.5,26.3,
8.83,12.0,25.6,,8.83,,26.7,,8.83,12.5,26.3,
8.85,12.0,25.6,,8.85,,26.7,,8.85,12.5,26.3,
8.87,12.0,25.6,,8.87,,26.7,,8.87,12.5,26.3,
8.88,12.0,25.6,,8.88,,26.7,,8.88,12.5,26.3,
8.9,12.0,25.6,,8.9,,26.7,,8.9,12.5,26.3,
8.92,12.0,25.6,,8.92,,26.7,,8.92,12.5,26.3,
8.93,12.0,25.6,,8.93,,26.7,,8.93,12.5,26.3,
8.95,12.0,25.6,,8.95,,26.7,,8.95,12.5,26.3,
8.97,12.0,25.6,,8.97,,26.7,,8.97,12.6,26.3,
8.98,12.0,25.6,,8.98,,26.7,,8.98,12.6,26.3,
9.0,12.0,25.6,,9.0,,26.7,,9.0,12.6,26.3,
9.02,12.0,25.6,,9.02,,26.7,,9.02,12.6,26.3,
9.03,12.0,25.6,,9.03,,26.7,,9.03,12.6,26.3,
9.05,12.0,25.6,,9.05,,26.7,,9.05,12.6,26.3,
9.07,12.0,25.6,,9.07,,26.7,,9.07,12.6,26.3,
9.08,12.0,25.6,,9.08,,26.7,,9.08,12.6,26.3,
9.1,12.0,25.6,,9.1,,26.7,,9.1,12.6,26.3,
9.12,12.0,25.6,,9.12,,26.7,,9.12,12.6,26.3,
9.13,12.0,25.6,,9.13,,26.7,,9.13,12.6,26.3,
9.15,12.1,25.6,,9.15,,26.7,,9.15,12.6,26.3,
9.17,12.1,25.6,,9.17,,26.7,,9.17,12.6,26.3,
9.18,12.1,25.6,,9.18,,26.7,,9.18,12.6,26.3,
9.2,12.1,25.6,,9.2,,26.7,,9.2,12.6,26.3,
9.22,12.1,25.6,,9.22,,26.7,,9.22,12.6,26.3,
9.23,12.1,25.6,,9.23,,26.7,,9.23,12.6,26.3,
9.25,12.1,25.6,,9.25,,26.7,,9.25,12.6,26.3,
9.27,12.1,25.6,,9.27,,26.7,,9.27,12.6,26.3,
9.28,12.1,25.6,,9.28,,26.7,,9.28,12.6,26.3,
9.3,12.1,25.6,,9.3,,26.7,,9.3,12.6,26.3,
9.32,12.1,25.6,,9.32,,26.7,,9.32,12.6,26.3,
9.33,12.1,25.6,,9.33,,26.7,,9.33,12.6,26.3,
9.35,12.1,25.6,,9.35,,26.7,,9.35,12.6,26.3,
9.37,12.1,25.6,,9.37,,26.7,,9.37,12.6,26.3,
9.38,12.1,25.6,,9.38,,26.7,,9.38,12.6,26.3,
9.4,12.1,25.6,,9.4,,26.7,,9.4,12.6,26.3,
9.42,12.1,25.6,,9.42,,26.7,,9.42,12.6,26.3,
9.43,12.1,25.6,,9.43,,26.7,,9.43,12.6,26.3,
9.45,12.1,25.6,,9.45,,26.7,,9.45,12.6,26.3,
9.47,12.1,25.6,,9.47,,26.7,,9.47,12.6,26.3,
9.48,12.1,25.6,,9.48,,26.7,,9.48,12.6,26.3,
9.5,12.1,25.6,,9.5,,26.7,,9.5,12.6,26.3,
9.52,12.1,25.6,,9.52,,26.7,,9.52,12.6,26.3,
9.53,12.1,25.6,,9.53,,26.7,,9.53,12.6,26.3,
9.55,12.1,25.6,,9.55,,26.7,,9.55,12.6,26.3,
9.57,12.1,25.6,,9.57,,26.7,,9.57,12.6,26.3,
9.58,12.1,25.6,,9.58,,26.7,,9.58,12.6,26.3,
9.6,12.1,25.6,,9.6,,26.7,,9.6,12.6,26.3,
9.62,12.1,25.6,,9.62,,26.7,,9.62,12.6,26.3,
9.63,12.1,25.6,,9.63,,26.7,,9.63,12.6,26.2,
9.65,12.1,25.6,,9.65,,26.7,,9.65,12.6,26.2,
9.67,12.1,25.6,,9.67,,26.7,,9.67,12.6,26.2,
9.68,12.1,25.6,,9.68,,26.7,,9.68,12.6,26.2,
9.7,12.1,25.6,,9.7,,26.7,,9.7,12.6,26.2,
9.72,12.1,25.6,,9.72,,26.7,,9.72,12.6,26.3,
9.73,12.1,25.6,,9.73,,26.7,,9.73,12.6,26.2,
9.75,12.1,25.6,,9.75,,26.7,,9.75,12.6,26.2,
9.77,12.1,25.6,,9.77,,26.7,,9.77,12.6,26.2,
9.78,12.1,25.6,,9.78,,26.7,,9.78,12.6,26.2,
9.8,12.1,25.6,,9.8,,26.7,,9.8,12.6,26.2,
9.82,12.1,25.6,,9.82,,26.7,,9.82,12.6,26.2,
9.83,12.1,25.6,,9.83,,26.7,,9.83,12.6,26.2,
9.85,12.2,25.6,,9.85,,26.7,,9.85,12.6,26.2,
9.87,12.2,25.6,,9.87,,26.7,,9.87,12.6,26.2,
9.88,12.2,25.6,,9.88,,26.7,,9.88,12.6,26.2,
9.9,12.2,25.6,,9.9,,26.7,,9.9,12.6,26.2,
9.92,12.2,25.6,,9.92,,26.7,,9.92,12.6,26.2,
9.93,12.2,25.6,,9.93,,26.7,,9.93,12.6,26.2,
9.95,12.2,25.6,,9.95,,26.7,,9.95,12.6,26.2,
9.97,12.2,25.6,,9.97,,26.7,,9.97,12.6,26.2,
9.98,12.2,25.6,,9.98,,26.7,,9.98,12.6,26.2,
10.0,12.2,25.6,,10.0,,26.7,,10.0,12.6,26.2,
10.02,12.2,25.6,,10.02,,26.7,,10.02,12.6,26.2,
10.03,12.2,25.6,,10.03,,26.7,,10.03,12.6,26.2,
10.05,12.2,25.6,,10.05,,26.7,,10.05,12.6,26.2,
10.07,12.2,25.6,,10.07,,26.7,,10.07,12.6,26.2,
10.08,12.2,25.6,,10.08,,26.7,,10.08,12.6,26.2,
10.1,12.2,25.6,,10.1,,26.7,,10.1,12.6,26.2,
10.12,12.2,25.6,,10.12,,26.7,,10.12,12.6,26.2,
10.13,12.2,25.6,,10.13,,26.7,,10.13,12.6,26.2,
10.15,12.2,25.6,,10.15,,26.7,,10.15,12.6,26.2,
10.17,12.2,25.6,,10.17,,26.7,,10.17,12.6,26.2,
10.18,12.2,25.6,,10.18,,26.7,,10.18,12.6,26.2,
10.2,12.2,25.6,,10.2,,26.7,,10.2,12.6,26.2,
10.22,12.2,25.6,,10.22,,26.7,,10.22,12.6,26.2,
10.23,12.2,25.6,,10.23,,26.7,,10.23,12.6,26.2,
10.25,12.2,25.6,,10.25,,26.7,,10.25,12.6,26.2,
10.27,12.2,25.6,,10.27,,26.7,,10.27,12.6,26.2,
10.28,12.2,25.6,,10.28,,26.7,,10.28,12.6,26.2,
10.3,12.2,25.6,,10.3,,26.7,,10.3,12.6,26.2,
10.32,12.2,25.6,,10.32,,26.7,,10.32,12.6,26.2,
10.33,12.2,25.6,,10.33,,26.7,,10.33,12.6,26.2,
10.35,12.2,25.6,,10.35,,26.7,,10.35,12.6,26.2,
10.37,12.2,25.6,,10.37,,26.7,,10.37,12.6,26.2,
10.38,12.2,25.6,,10.38,,26.7,,10.38,12.6,26.2,
10.4,12.2,25.6,,10.4,,26.7,,10.4,12.6,26.2,
10.42,12.2,25.6,,10.42,,26.7,,10.42,12.6,26.2,
10.43,12.2,25.6,,10.43,,26.7,,10.43,12.6,26.2,
10.45,12.2,25.6,,10.45,,26.7,,10.45,12.6,26.2,
10.47,12.2,25.6,,10.47,,26.7,,10.47,12.6,26.2,
10.48,12.2,25.6,,10.48,,26.7,,10.48,12.6,26.2,
10.5,12.2,25.6,,10.5,,26.7,,10.5,12.6,26.2,
10.52,12.2,25.6,,10.52,,26.7,,10.52,12.6,26.2,
10.53,12.2,25.6,,10.53,,26.7,,10.53,12.6,26.2,
10.55,12.2,25.6,,10.55,,26.7,,10.55,12.7,26.2,
10.57,12.2,25.6,,10.57,,26.7,,10.57,12.7,26.2,
10.58,12.2,25.6,,10.58,,26.7,,10.58,12.7,26.2,
10.6,12.2,25.6,,10.6,,26.7,,10.6,12.7,26.2,
10.62,12.2,25.6,,10.62,,26.7,,10.62,12.7,26.2,
10.63,12.2,25.6,,10.63,,26.7,,10.63,12.7,26.2,
10.65,12.2,25.6,,10.65,,26.7,,10.65,12.7,26.2,
10.67,12.3,25.6,,10.67,,26.7,,10.67,12.7,26.2,
10.68,12.3,25.6,,10.68,,26.7,,10.68,12.7,26.2,
10.7,12.3,25.6,,10.7,,26.7,,10.7,12.7,26.2,
10.72,12.3,25.6,,10.72,,26.7,,10.72,12.7,26.2,
10.73,12.3,25.6,,10.73,,26.7,,10.73,12.7,26.2,
10.75,12.3,25.6,,10.75,,26.7,,10.75,12.7,26.2,
10.77,12.3,25.6,,10.77,,26.7,,10.77,12.7,26.2,
10.78,12.3,25.6,,10.78,,26.7,,10.78,12.7,26.2,
10.8,12.3,25.6,,10.8,,26.7,,10.8,12.7,26.2,
10.82,12.3,25.6,,10.82,,26.7,,10.82,12.7,26.2,
10.83,12.3,25.6,,10.83,,26.7,,10.83,12.7,26.2,
10.85,12.3,25.6,,10.85,,26.7,,10.85,12.7,26.2,
10.87,12.3,25.6,,10.87,,26.7,,10.87,12.7,26.2,
10.88,12.3,25.6,,10.88,,26.7,,10.88,12.7,26.2,
10.9,12.3,25.6,,10.9,,26.7,,10.9,12.7,26.2,
10.92,12.3,25.6,,10.92,,26.7,,10.92,12.7,26.2,
10.93,12.3,25.6,,10.93,,26.7,,10.93,12.7,26.2,
10.95,12.3,25.6,,10.95,,26.7,,10.95,12.7,26.2,
10.97,12.3,25.6,,10.97,,26.7,,10.97,12.7,26.2,
10.98,12.3,25.6,,10.98,,26.7,,10.98,12.7,26.2,
11.0,12.3,25.6,,11.0,,26.7,,11.0,12.7,26.2,
11.02,12.3,25.6,,11.02,,26.7,,11.02,12.7,26.2,
11.03,12.3,25.6,,11.03,,26.7,,11.03,12.7,26.2,
11.05,12.3,25.6,,11.05,,26.7,,11.05,12.7,26.2,
11.07,12.3,25.6,,11.07,,26.7,,11.07,12.7,26.2,
11.08,12.3,25.6,,11.08,,26.7,,11.08,12.7,26.2,
11.1,12.3,25.6,,11.1,,26.7,,11.1,12.7,26.2,
11.12,12.3,25.6,,11.12,,26.7,,11.12,12.7,26.2,
11.13,12.3,25.6,,11.13,,26.7,,11.13,12.7,26.2,
11.15,12.3,25.6,,11.15,,26.7,,11.15,12.7,26.2,
11.17,12.3,25.6,,11.17,,26.7,,11.17,12.7,26.2,
11.18,12.3,25.6,,11.18,,26.7,,11.18,12.7,26.2,
11.2,12.3,25.6,,11.2,,26.7,,11.2,12.7,26.2,
11.22,12.3,25.6,,11.22,,26.7,,11.22,12.7,26.2,
11.23,12.3,25.6,,11.23,,26.7,,11.23,12.7,26.2,
11.25,12.3,25.6,,11.25,,26.7,,11.25,12.7,26.2,
11.27,12.3,25.6,,11.27,,26.7,,11.27,12.7,26.2,
11.28,12.3,25.6,,11.28,,26.7,,11.28,12.7,26.2,
11.3,12.3,25.6,,11.3,,26.7,,11.3,12.7,26.2,
11.32,12.3,25.6,,11.32,,26.7,,11.32,12.7,26.2,
11.33,12.3,25.6,,11.33,,26.7,,11.33,12.7,26.2,
11.35,12.3,25.6,,11.35,,26.7,,11.35,12.7,26.2,
11.37,12.3,25.6,,11.37,,26.7,,11.37,12.7,26.2,
