Run 1: Time (min) (±0.01 min),Run 1: pH (±0.3 pH),Run 1: Temperature (°C) (±0.1°C),Run 1: Volume of NaOH Added (cm^3) (±0.02 cm^3),Run 2: Time (min) (±0.01 min),Run 2: pH (±0.3 pH),Run 2: Temperature (°C) (±0.1°C),Run 2: Volume of NaOH Added (cm^3) (±0.02 cm^3),Run 3: Time (min) (±0.01 min),Run 3: pH (±0.3 pH),Run 3: Temperature (°C) (±0.1°C),Run 3: Volume of NaOH Added (cm^3) (±0.02 cm^3)
5.63,5.7,26.0,,5.63,5.6,25.5,,5.63,5.7,26.0,
5.65,5.7,26.0,,5.65,5.6,25.5,,5.65,5.7,26.0,
5.67,5.7,26.0,,5.67,5.6,25.5,,5.67,5.7,26.0,
5.68,5.7,26.0,,5.68,5.6,25.5,,5.68,5.8,26.0,
5.7,5.7,26.0,,5.7,5.6,25.5,,5.7,5.8,26.0,
5.72,5.7,26.0,18.5,5.72,5.6,25.5,,5.72,5.8,26.0,18.5
5.73,5.7,26.0,,5.73,5.6,25.5,17.0,5.73,5.8,26.0,
5.75,5.7,26.0,,5.75,5.6,25.5,,5.75,5.8,26.0,
5.77,5.7,26.0,,5.77,5.6,25.5,,5.77,5.8,26.0,
5.78,5.7,26.0,,5.78,5.6,25.5,,5.78,5.8,26.0,
5.8,5.7,26.0,,5.8,5.6,25.5,,5.8,5.8,26.0,
5.82,5.8,26.0,,5.82,5.6,25.5,,5.82,5.8,26.0,
5.83,5.8,26.0,,5.83,5.6,25.5,,5.83,5.8,26.0,
5.85,5.8,26.0,,5.85,5.7,25.5,,5.85,5.8,26.0,
5.87,5.8,26.0,,5.87,5.7,25.5,17.5,5.87,5.8,26.0,
5.88,5.8,26.0,19.0,5.88,5.7,25.5,,5.88,5.8,26.0,19.0
5.9,5.8,26.0,,5.9,5.7,25.5,,5.9,5.8,26.0,
5.92,5.8,26.0,,5.92,5.7,25.5,,5.92,5.8,26.0,
5.93,5.8,26.0,,5.93,5.7,25.5,,5.93,5.8,26.0,
5.95,5.8,26.0,,5.95,5.7,25.5,,5.95,5.8,26.0,
5.97,5.8,26.0,,5.97,5.7,25.5,,5.97,5.8,26.0,
5.98,5.8,26.0,,5.98,5.7,25.5,,5.98,5.8,26.0,
6.0,5.8,26.0,,6.0,5.7,25.5,18.0,6.0,5.8,26.0,
6.02,5.8,26.0,,6.02,5.7,25.5,,6.02,5.8,26.0,
6.03,5.8,26.0,19.5,6.03,5.7,25.5,,6.03,5.8,26.0,19.5
6.05,5.8,26.0,,6.05,5.7,25.5,,6.05,5.9,26.0,
6.07,5.8,26.0,,6.07,5.7,25.5,,6.07,5.9,26.0,
6.08,5.8,26.0,,6.08,5.7,25.5,,6.08,5.9,26.0,
6.1,5.9,26.0,,6.1,5.8,25.5,,6.1,5.9,26.0,
6.12,5.9,26.0,,6.12,5.8,25.5,,6.12,5.9,26.0,
6.13,5.9,26.0,,6.13,5.8,25.5,18.5,6.13,5.9,26.0,
6.15,5.9,26.0,,6.15,5.8,25.5,,6.15,5.9,26.0,
6.17,5.9,26.0,,6.17,5.8,25.5,,6.17,5.9,26.0,
6.18,5.9,26.0,,6.18,5.8,25.5,,6.18,5.9,26.0,
6.2,5.9,26.0,20.0,6.2,5.8,25.5,,6.2,5.9,26.0,20.0
6.22,5.9,26.0,,6.22,5.8,25.5,,6.22,5.9,26.0,
6.23,5.9,26.0,,6.23,5.8,25.5,,6.23,5.9,26.0,
6.25,5.9,26.0,,6.25,5.8,25.5,,6.25,5.9,26.0,
6.27,5.9,26.0,,6.27,5.8,25.5,,6.27,6.0,26.0,
6.28,5.9,26.0,,6.28,5.8,25.5,19.0,6.28,6.0,26.0,
6.3,5.9,26.0,,6.3,5.8,25.5,,6.3,6.0,26.0,
6.32,5.9,26.0,20.2,6.32,5.8,25.5,,6.32,6.0,26.0,20.2
6.33,6.0,26.0,,6.33,5.8,25.5,,6.33,6.0,26.0,
6.35,6.0,26.0,,6.35,5.9,25.5,,6.35,6.0,26.0,
6.37,6.0,26.0,,6.37,5.9,25.5,19.2,6.37,6.0,26.0,
6.38,6.0,26.0,,6.38,5.9,25.5,,6.38,6.0,26.0,
6.4,6.0,26.0,,6.4,5.9,25.5,,6.4,6.0,26.0,
6.42,6.0,26.0,,6.42,5.9,25.5,,6.42,6.0,26.0,
6.43,6.0,26.0,20.5,6.43,5.9,25.5,,6.43,6.0,26.0,20.5
6.45,6.0,26.0,,6.45,5.9,25.5,19.5,6.45,6.1,26.0,
6.47,6.0,26.0,,6.47,5.9,25.5,,6.47,6.1,26.0,
6.48,6.0,26.0,,6.48,5.9,25.5,,6.48,6.1,26.0,
6.5,6.0,26.0,,6.5,5.9,25.5,,6.5,6.1,26.0,
6.52,6.0,26.0,,6.52,5.9,25.5,,6.52,6.1,26.0,
6.53,6.1,26.0,,6.53,5.9,25.5,19.7,6.53,6.1,26.0,
6.55,6.1,26.0,,6.55,6.0,25.5,,6.55,6.1,26.0,
6.57,6.1,26.0,,6.57,6.0,25.5,,6.57,6.1,26.0,
6.58,6.1,26.0,,6.58,6.0,25.5,,6.58,6.1,26.0,
6.6,6.1,26.0,,6.6,6.0,25.5,,6.6,6.1,26.0,
6.62,6.1,26.0,,6.62,6.0,25.5,20.0,6.62,6.1,26.0,
6.63,6.1,26.0,,6.63,6.0,25.5,,6.63,6.1,26.0,
6.65,6.1,26.0,,6.65,6.0,25.5,,6.65,6.1,26.0,
6.67,6.1,26.0,21.0,6.67,6.0,25.5,,6.67,6.1,26.0,21.0
6.68,6.1,26.0,,6.68,6.0,25.5,,6.68,6.1,26.0,
6.7,6.1,26.0,,6.7,6.0,25.5,20.2,6.7,6.2,26.0,
6.72,6.2,26.0,,6.72,6.0,25.5,,6.72,6.2,26.0,
6.73,6.2,26.0,,6.73,6.0,25.5,,6.73,6.2,26.0,
6.75,6.2,26.0,,6.75,6.0,25.5,,6.75,6.2,26.0,
6.77,6.2,26.0,,6.77,6.1,25.5,,6.77,6.2,26.0,
6.78,6.2,26.0,21.5,6.78,6.1,25.5,20.5,6.78,6.2,26.0,21.5
6.8,6.2,26.0,,6.8,6.1,25.5,,6.8,6.2,26.0,
6.82,6.2,26.0,,6.82,6.1,25.5,,6.82,6.3,26.0,
6.83,6.2,26.0,,6.83,6.1,25.5,,6.83,6.3,26.0,
6.85,6.2,26.0,,6.85,6.1,25.5,,6.85,6.3,26.0,
6.87,6.3,26.0,,6.87,6.1,25.5,20.7,6.87,6.3,26.0,
6.88,6.3,26.0,,6.88,6.1,25.5,,6.88,6.3,26.0,
6.9,6.3,26.0,,6.9,6.1,25.5,,6.9,6.3,26.0,
6.92,6.3,26.0,,6.92,6.1,25.5,,6.92,6.3,26.0,
6.93,6.3,26.0,,6.93,6.2,25.5,21.0,6.93,6.3,26.0,
6.95,6.3,26.0,22.0,6.95,6.2,25.5,,6.95,6.3,26.0,22.0
6.97,6.3,26.0,,6.97,6.2,25.5,,6.97,6.3,26.0,
6.98,6.3,26.0,,6.98,6.2,25.5,,6.98,6.4,26.0,
7.0,6.4,26.0,,7.0,6.2,25.5,,7.0,6.4,26.0,
7.02,6.4,26.0,,7.02,6.2,25.5,,7.02,6.4,26.0,
7.03,6.4,26.0,,7.03,6.2,25.5,21.2,7.03,6.4,26.0,
7.05,6.4,26.0,,7.05,6.2,25.5,,7.05,6.4,26.0,
7.07,6.4,26.0,,7.07,6.2,25.5,,7.07,6.4,26.0,
7.08,6.4,26.0,22.5,7.08,6.2,25.5,,7.08,6.4,26.0,22.5
7.1,6.4,26.0,,7.1,6.3,25.5,,7.1,6.5,26.0,
7.12,6.4,26.0,,7.12,6.3,25.5,,7.12,6.5,26.0,
7.13,6.5,26.0,,7.13,6.3,25.5,21.5,7.13,6.5,26.0,
7.15,6.5,26.0,,7.15,6.3,25.5,,7.15,6.5,26.0,
7.17,6.5,26.0,,7.17,6.3,25.5,,7.17,6.5,26.0,
7.18,6.5,26.0,,7.18,6.3,25.5,,7.18,6.5,26.0,
7.2,6.5,26.0,,7.2,6.3,25.5,,7.2,6.5,26.0,
7.22,6.6,26.0,,7.22,6.3,25.5,21.7,7.22,6.6,26.0,
7.23,6.6,26.0,23.0,7.23,6.3,25.5,,7.23,6.6,26.0,23.0
7.25,6.6,26.0,,7.25,6.4,25.5,,7.25,6.6,26.0,
7.27,6.6,26.0,,7.27,6.4,25.5,,7.27,6.6,26.0,
7.28,6.6,26.0,,7.28,6.4,25.5,,7.28,6.7,26.0,
7.3,6.7,26.0,,7.3,6.4,25.5,22.0,7.3,6.7,26.0,
7.32,6.7,26.0,,7.32,6.4,25.5,,7.32,6.7,26.0,
7.33,6.7,26.0,23.5,7.33,6.4,25.5,,7.33,6.7,26.0,23.5
7.35,6.7,26.0,,7.35,6.4,25.5,,7.35,6.8,26.0,
7.37,6.8,26.0,,7.37,6.4,25.5,,7.37,6.8,26.0,
7.38,6.8,26.0,,7.38,6.5,25.5,22.2,7.38,6.8,26.0,
7.4,6.8,26.0,,7.4,6.5,25.5,,7.4,6.8,26.0,
7.42,6.8,26.0,,7.42,6.5,25.5,,7.42,6.9,26.0,
7.43,6.9,26.0,23.7,7.43,6.5,25.5,,7.43,6.9,26.0,23.7
7.45,6.9,26.0,,7.45,6.5,25.5,,7.45,6.9,26.0,
7.47,6.9,26.0,,7.47,6.5,25.5,,7.47,6.9,26.0,
7.48,7.0,26.0,,7.48,6.6,25.5,22.5,7.48,7.0,26.0,
7.5,7.0,26.0,,7.5,6.6,25.5,,7.5,7.0,26.0,
7.52,7.0,26.0,,7.52,6.6,25.5,,7.52,7.0,26.0,
7.53,7.1,26.0,,7.53,6.6,25.5,,7.53,7.1,26.0,
7.55,7.1,26.0,,7.55,6.6,25.5,,7.55,7.2,26.0,
7.57,7.1,26.0,24.0,7.57,6.6,25.5,,7.57,7.2,26.0,24.0
7.58,7.2,26.0,,7.58,6.7,25.5,22.7,7.58,7.2,26.0,
7.6,7.2,26.0,,7.6,6.7,25.5,,7.6,7.2,26.0,
7.62,7.3,26.0,,7.62,6.7,25.5,,7.62,7.2,26.0,
7.63,7.3,26.0,,7.63,6.7,25.5,,7.63,7.3,26.0,
7.65,7.4,26.0,,7.65,6.7,25.5,,7.65,7.4,26.0,
7.67,7.4,26.0,,7.67,6.8,25.5,,7.67,7.4,26.0,
7.68,7.5,26.0,,7.68,6.8,25.5,,7.68,7.5,26.0,
7.7,7.5,26.0,24.5,7.7,6.8,25.5,23.0,7.7,7.5,26.0,24.5
7.72,7.6,26.0,,7.72,6.8,25.5,,7.72,7.6,26.0,
7.73,7.7,26.0,,7.73,6.8,25.5,,7.73,7.7,26.0,
7.75,7.8,26.0,,7.75,6.9,25.5,,7.75,7.8,26.0,
7.77,7.9,26.0,,7.77,6.9,25.5,,7.77,7.8,26.0,
7.78,8.0,26.0,,7.78,6.9,25.5,,7.78,8.0,26.0,
7.8,8.1,26.0,,7.8,6.9,25.5,23.2,7.8,8.0,26.0,
7.82,8.2,26.0,,7.82,7.0,25.5,,7.82,8.2,26.0,
7.83,8.4,26.0,,7.83,7.0,25.5,,7.83,8.4,26.0,
7.85,8.5,26.0,24.7,7.85,7.0,25.5,,7.85,8.6,26.0,24.7
7.87,8.7,26.0,,7.87,7.0,25.5,,7.87,8.7,26.0,
7.88,8.9,26.0,,7.88,7.1,25.5,,7.88,8.9,26.0,
7.9,9.1,26.0,,7.9,7.1,25.5,,7.9,9.0,26.0,
7.92,9.3,26.0,,7.92,7.1,25.5,,7.92,9.3,26.0,
7.93,9.5,26.0,,7.93,7.2,25.5,23.5,7.93,9.4,26.0,
7.95,9.6,26.0,,7.95,7.2,25.5,,7.95,9.7,26.0,
7.97,9.8,26.0,,7.97,7.2,25.5,,7.97,9.8,26.0,
7.98,10.0,26.0,,7.98,7.3,25.5,,7.98,10.0,26.0,
8.0,10.1,26.0,25.0,8.0,7.3,25.5,,8.0,10.2,26.0,25.0
8.02,10.3,26.0,,8.02,7.3,25.5,,8.02,10.4,26.0,
8.03,10.5,26.0,,8.03,7.4,25.5,,8.03,10.5,26.0,
8.05,10.6,26.0,,8.05,7.4,25.5,,8.05,10.6,26.0,
8.07,10.7,26.0,,8.07,7.4,25.5,,8.07,10.7,26.0,
8.08,10.9,26.0,,8.08,7.5,25.5,23.7,8.08,10.9,26.0,
8.1,11.0,26.0,,8.1,7.5,25.5,,8.1,11.0,26.0,
8.12,11.1,26.0,25.2,8.12,7.5,25.5,,8.12,11.0,26.0,25.2
8.13,11.2,26.0,,8.13,7.6,25.5,,8.13,11.1,26.0,
8.15,11.2,26.0,,8.15,7.6,25.5,,8.15,11.2,26.0,
8.17,11.3,26.0,,8.17,7.7,25.5,,8.17,11.3,26.0,
8.18,11.4,26.0,,8.18,7.7,25.5,,8.18,11.4,26.0,
8.2,11.5,26.0,,8.2,7.8,25.5,,8.2,11.5,26.0,
8.22,11.5,26.0,,8.22,7.8,25.5,24.0,8.22,11.5,26.0,
8.23,11.6,26.0,,8.23,7.9,25.5,,8.23,11.6,26.0,
8.25,11.7,26.0,25.5,8.25,7.9,25.5,,8.25,11.6,26.0,25.5
8.27,11.7,26.0,,8.27,8.0,25.5,,8.27,11.7,26.0,
8.28,11.8,26.0,,8.28,8.1,25.5,,8.28,11.8,26.0,
8.3,11.8,26.0,,8.3,8.1,25.5,,8.3,11.8,26.0,
8.32,11.8,26.0,,8.32,8.2,25.5,24.2,8.32,11.9,26.0,
8.33,11.9,26.0,,8.33,8.3,25.5,,8.33,11.9,26.0,
8.35,11.9,26.0,,8.35,8.4,25.5,,8.35,11.9,26.0,
8.37,11.9,26.0,25.7,8.37,8.5,25.5,,8.37,11.9,26.0,25.7
8.38,12.0,26.0,,8.38,8.6,25.5,,8.38,12.0,26.0,
8.4,12.0,26.0,,8.4,8.7,25.5,,8.4,12.0,26.0,
8.42,12.0,26.0,,8.42,8.8,25.5,,8.42,12.0,26.0,
8.43,12.0,26.0,,8.43,8.9,25.5,,8.43,12.1,26.0,
8.45,12.0,26.0,,8.45,9.0,25.5,24.5,8.45,12.1,26.0,
8.47,12.0,26.0,,8.47,9.1,25.5,,8.47,12.1,26.0,
8.48,12.1,26.0,,8.48,9.3,25.5,,8.48,12.1,26.0,
8.5,12.1,26.0,26.0,8.5,9.4,25.5,,8.5,12.1,26.0,26.0
8.52,12.1,26.0,,8.52,9.5,25.5,,8.52,12.1,26.0,
8.53,12.1,26.0,,8.53,9.6,25.5,,8.53,12.1,26.0,
8.55,12.1,26.0,,8.55,9.8,25.5,,8.55,12.1,26.0,
8.57,12.1,26.0,,8.57,9.9,25.5,24.7,8.57,12.1,26.0,
8.58,12.1,26.0,,8.58,10.0,25.5,,8.58,12.1,26.0,
8.6,12.2,26.0,,8.6,10.1,25.5,,8.6,12.1,26.0,
8.62,12.2,26.0,,8.62,10.3,25.5,,8.62,12.2,26.0,
8.63,12.2,26.0,,8.63,10.4,25.5,,8.63,12.2,26.0,
8.65,12.2,26.0,,8.65,10.5,25.5,,8.65,12.2,26.0,
8.67,12.2,26.0,,8.67,10.6,25.5,,8.67,12.2,26.0,
8.68,12.2,26.0,26.5,8.68,10.7,25.5,,8.68,12.3,26.0,26.5
8.7,12.2,26.0,,8.7,10.8,25.5,25.0,8.7,12.3,26.0,
8.72,12.2,26.0,,8.72,10.9,25.5,,8.72,12.3,26.0,
8.73,12.2,26.0,,8.73,10.9,25.5,,8.73,12.3,26.0,
8.75,12.2,26.0,,8.75,11.0,25.5,,8.75,12.3,26.0,
8.77,12.2,26.0,,8.77,11.1,25.5,,8.77,12.3,26.0,
8.78,12.2,26.0,,8.78,11.2,25.5,,8.78,12.3,26.0,
8.8,12.3,26.0,,8.8,11.2,25.5,25.2,8.8,12.3,26.0,
8.82,12.3,26.0,,8.82,11.3,25.5,,8.82,12.3,26.0,
8.83,12.3,26.0,27.0,8.83,11.3,25.5,,8.83,12.3,26.0,27.0
8.85,12.3,26.0,,8.85,11.4,25.5,,8.85,12.3,26.0,
8.87,12.3,26.0,,8.87,11.4,25.5,,8.87,12.3,26.0,
8.88,12.3,26.0,,8.88,11.5,25.5,,8.88,12.3,26.0,
8.9,12.3,26.0,,8.9,11.5,25.5,,8.9,12.3,26.0,
8.92,12.3,26.0,,8.92,11.5,25.5,,8.92,12.3,26.0,
8.93,12.3,26.0,,8.93,11.6,25.5,,8.93,12.3,26.0,
8.95,12.3,26.0,,8.95,11.6,25.5,25.5,8.95,12.3,26.0,
8.97,12.3,26.0,,8.97,11.6,25.5,,8.97,12.3,26.0,
8.98,12.3,26.0,,8.98,11.6,25.5,,8.98,12.3,26.0,
9.0,12.3,26.0,,9.0,11.7,25.5,,9.0,12.3,26.0,
9.02,12.3,26.0,,9.02,11.7,25.4,,9.02,12.3,26.0,
9.03,12.3,26.0,,9.03,11.7,25.5,,9.03,12.4,26.0,
9.05,12.3,26.0,,9.05,11.7,25.4,,9.05,12.4,26.0,
9.07,12.3,26.0,,9.07,11.7,25.4,25.7,9.07,12.4,26.0,
9.08,12.3,26.0,,9.08,11.7,25.4,,9.08,12.4,26.0,
9.1,12.4,26.0,,9.1,11.8,25.4,,9.1,12.4,26.0,
9.12,12.4,26.0,,9.12,11.8,25.4,,9.12,12.4,26.0,
9.13,12.4,26.0,,9.13,11.8,25.4,,9.13,12.4,26.0,
9.15,12.4,26.0,,9.15,11.8,25.4,,9.15,12.4,26.0,
9.17,12.4,26.0,28.0,9.17,11.9,25.4,,9.17,12.4,26.0,28.0
9.18,12.4,26.0,,9.18,11.9,25.4,,9.18,12.4,26.0,
9.2,12.4,26.0,,9.2,11.9,25.4,26.0,9.2,12.4,26.0,
9.22,12.4,26.0,,9.22,11.9,25.4,,9.22,12.4,26.0,
9.23,12.4,26.0,,9.23,11.9,25.4,,9.23,12.4,26.0,
9.25,12.4,26.0,,9.25,12.0,25.4,,9.25,12.4,26.0,
9.27,12.4,26.0,,9.27,12.0,25.4,,9.27,12.4,26.0,
9.28,12.4,26.0,,9.28,12.0,25.4,,9.28,12.4,26.0,
9.3,12.4,26.0,,9.3,12.0,25.4,,9.3,12.4,26.0,
9.32,12.4,26.0,,9.32,12.0,25.4,,9.32,12.5,26.0,
9.33,12.4,26.0,,9.33,12.0,25.4,26.5,9.33,12.5,26.0,
9.35,12.4,26.0,28.5,9.35,12.0,25.4,,9.35,12.5,26.0,28.5
9.37,12.4,26.0,,9.37,12.1,25.4,,9.37,12.5,26.0,
9.38,12.4,26.0,,9.38,12.1,25.4,,9.38,12.5,26.0,
9.4,12.4,26.0,,9.4,12.1,25.4,,9.4,12.5,26.0,
9.42,12.4,26.0,,9.42,12.1,25.4,,9.42,12.5,26.0,
9.43,12.4,26.0,,9.43,12.1,25.4,,9.43,12.5,26.0,
9.45,12.4,26.0,,9.45,12.1,25.4,,9.45,12.5,26.0,
9.47,12.4,26.0,,9.47,12.1,25.4,27.0,9.47,12.5,26.0,
9.48,12.5,26.0,,9.48,12.1,25.4,,9.48,12.5,26.0,
9.5,12.5,26.0,,9.5,12.1,25.4,,9.5,12.5,26.0,
9.52,12.5,26.0,,9.52,12.2,25.4,,9.52,12.5,26.0,
9.53,12.5,26.0,,9.53,12.2,25.4,,9.53,12.5,26.0,
9.55,12.5,26.0,,9.55,12.2,25.4,,9.55,12.5,26.0,
9.57,12.5,26.0,29.0,9.57,12.2,25.4,,9.57,12.5,26.0,29.0
9.58,12.5,26.0,,9.58,12.2,25.4,,9.58,12.5,26.0,
9.6,12.5,26.0,,9.6,12.2,25.4,,9.6,12.5,26.0,
9.62,12.5,26.0,,9.62,12.2,25.4,,9.62,12.5,26.0,
9.63,12.5,26.0,,9.63,12.2,25.4,27.5,9.63,12.5,26.0,
9.65,12.5,26.0,,9.65,12.2,25.4,,9.65,12.5,26.0,
9.67,12.5,26.0,,9.67,12.2,25.4,,9.67,12.5,26.0,
9.68,12.5,26.0,,9.68,12.2,25.4,,9.68,12.5,26.0,
9.7,12.5,26.0,,9.7,12.3,25.4,,9.7,12.5,26.0,
9.72,12.5,26.0,,9.72,12.3,25.4,,9.72,12.5,26.0,
9.73,12.5,26.0,,9.73,12.3,25.4,,9.73,12.5,26.0,
9.75,12.5,26.0,,9.75,12.3,25.4,,9.75,12.5,26.0,
9.77,12.5,26.0,29.5,9.77,12.3,25.4,,9.77,12.5,26.0,29.5
9.78,12.5,26.0,,9.78,12.3,25.4,,9.78,12.5,26.0,
9.8,12.5,25.9,,9.8,12.3,25.4,28.0,9.8,12.5,25.9,
9.82,12.5,25.9,,9.82,12.3,25.4,,9.82,12.5,25.9,
9.83,12.5,25.9,,9.83,12.3,25.4,,9.83,12.6,25.9,
9.85,12.5,25.9,,9.85,12.3,25.4,,9.85,12.6,25.9,
9.87,12.5,25.9,,9.87,12.3,25.4,,9.87,12.6,25.9,
9.88,12.5,25.9,,9.88,12.3,25.4,,9.88,12.6,25.9,
9.9,12.5,25.9,,9.9,12.3,25.4,,9.9,12.6,25.9,
9.92,12.5,25.9,,9.92,12.3,25.4,,9.92,12.6,25.9,
9.93,12.5,25.9,,9.93,12.3,25.4,,9.93,12.6,25.9,
9.95,12.5,25.9,,9.95,12.3,25.4,28.5,9.95,12.6,25.9,
9.97,12.5,25.9,,9.97,12.3,25.4,,9.97,12.6,25.9,
9.98,12.5,25.9,,9.98,12.4,25.4,,9.98,12.6,25.9,
10.0,12.6,25.9,,10.0,12.4,25.4,,10.0,12.6,25.9,
10.02,12.6,25.9,,10.02,12.4,25.4,,10.02,12.6,25.9,
10.03,12.6,25.9,,10.03,12.4,25.4,,10.03,12.6,25.9,
10.05,12.6,25.9,,10.05,12.4,25.4,,10.05,12.6,25.9,
10.07,12.6,25.9,,10.07,12.4,25.4,,10.07,12.6,25.9,
10.08,12.6,25.9,,10.08,12.4,25.4,29.0,10.08,12.6,25.9,
10.1,12.6,25.9,,10.1,12.4,25.4,,10.1,12.6,25.9,
10.12,12.6,25.9,,10.12,12.4,25.4,,10.12,12.6,25.9,
10.13,12.6,25.9,,10.13,12.4,25.4,,10.13,12.6,25.9,
10.15,12.6,25.9,,10.15,12.4,25.4,,10.15,12.6,25.9,
10.17,12.6,25.9,,10.17,12.4,25.4,,10.17,12.6,25.9,
10.18,12.6,25.9,30.5,10.18,12.4,25.4,,10.18,12.6,25.9,30.5
10.2,12.6,25.9,,10.2,12.4,25.4,,10.2,12.6,25.9,
10.22,12.6,25.9,,10.22,12.4,25.4,,10.22,12.6,25.9,
10.23,12.6,25.9,,10.23,12.4,25.4,,10.23,12.6,25.9,
10.25,12.6,25.9,,10.25,12.4,25.4,,10.25,12.6,25.9,
10.27,12.6,25.9,,10.27,12.4,25.4,29.5,10.27,12.6,25.9,
10.28,12.6,25.9,,10.28,12.4,25.4,,10.28,12.6,25.9,
10.3,12.6,25.9,,10.3,12.4,25.4,,10.3,12.6,25.9,
10.32,12.6,25.9,,10.32,12.4,25.4,,10.32,12.6,25.9,
10.33,12.6,25.9,,10.33,12.4,25.4,,10.33,12.6,25.9,
10.35,12.6,25.9,,10.35,12.4,25.4,,10.35,12.6,25.9,
10.37,12.6,25.9,,10.37,12.5,25.4,,10.37,12.6,25.9,
10.38,12.6,25.9,,10.38,12.5,25.4,,10.38,12.6,25.9,
10.4,12.6,25.9,,10.4,12.5,25.4,,10.4,12.6,25.9,
10.42,12.6,25.9,,10.42,12.5,25.4,,10.42,12.6,25.9,
10.43,12.6,25.9,,10.43,12.5,25.4,30.0,10.43,12.6,25.9,
10.45,12.6,25.9,,10.45,12.5,25.4,,10.45,12.6,25.9,
10.47,12.6,25.9,,10.47,12.5,25.4,,10.47,12.6,25.9,
10.48,12.6,25.9,,10.48,12.5,25.4,,10.48,12.6,25.9,
10.5,12.6,25.9,,10.5,12.5,25.4,,10.5,12.6,25.9,
10.52,12.6,25.9,,10.52,12.5,25.4,,10.52,12.6,25.9,
10.53,12.6,25.9,,10.53,12.5,25.4,,10.53,12.6,25.9,
10.55,12.6,25.9,,10.55,12.5,25.4,,10.55,12.6,25.9,
10.57,12.6,25.9,,10.57,12.5,25.4,,10.57,12.7,25.9,
10.58,12.6,25.9,,10.58,12.5,25.4,,10.58,12.7,25.9,
10.6,12.6,25.9,,10.6,12.5,25.4,,10.6,12.7,25.9,
10.62,12.6,25.9,,10.62,12.5,25.4,,10.62,12.7,25.9,
10.63,12.7,25.9,,10.63,12.5,25.4,,10.63,12.7,25.9,
10.65,12.7,25.9,,10.65,12.5,25.4,,10.65,12.7,25.9,
10.67,12.7,25.9,,10.67,12.5,25.4,,10.67,12.7,25.9,
10.68,12.7,25.9,,10.68,12.5,25.4,,10.68,12.7,25.9,
10.7,12.7,25.9,,10.7,12.5,25.4,,10.7,12.7,25.9,
10.72,12.7,25.9,,10.72,12.5,25.4,,10.72,12.7,25.9,
10.73,12.7,25.9,,10.73,12.5,25.4,,10.73,12.7,25.9,
10.75,12.7,25.9,,10.75,12.5,25.4,,10.75,12.7,25.9,
10.77,12.7,25.9,,10.77,12.5,25.4,,10.77,12.7,25.9,
10.78,12.7,25.9,,10.78,12.5,25.4,,10.78,12.7,25.9,
10.8,12.7,25.9,,10.8,12.5,25.4,,10.8,12.7,25.9,
10.82,12.7,25.9,,10.82,12.6,25.4,,10.82,12.7,25.9,
10.83,12.7,25.9,,10.83,12.6,25.4,,10.83,12.7,25.9,
10.85,12.7,25.9,,10.85,12.6,25.4,,10.85,12.7,25.9,
10.87,12.7,25.9,,10.87,12.6,25.4,,10.87,12.7,25.9,
10.88,12.7,25.9,,10.88,12.6,25.4,,10.88,12.7,25.9,
10.9,12.7,25.9,,10.9,12.6,25.4,,10.9,12.7,25.9,
10.92,12.7,25.9,,10.92,12.6,25.4,,10.92,12.7,25.9,
10.93,12.7,25.9,,10.93,12.6,25.4,,10.93,12.7,25.9,
10.95,12.7,25.9,,10.95,12.6,25.4,,10.95,12.7,25.9,
10.97,12.7,25.9,,10.97,12.6,25.4,,10.97,12.7,25.9,
10.98,12.7,25.9,,10.98,12.6,25.4,,10.98,12.7,25.9,
11.0,12.7,25.9,,11.0,12.6,25.4,,11.0,12.7,25.9,
11.02,12.7,25.9,,11.02,12.6,25.4,,11.02,12.7,25.9,
11.03,12.7,25.9,,11.03,12.6,25.4,,11.03,12.7,25.9,
11.05,12.7,25.9,,11.05,12.6,25.4,,11.05,12.7,25.9,
11.07,12.7,25.9,,11.07,12.6,25.4,,11.07,12.7,25.9,
11.08,12.7,25.9,,11.08,12.6,25.4,,11.08,12.7,25.9,
11.1,12.7,25.9,,11.1,12.6,25.4,,11.1,12.7,25.9,
11.12,12.7,25.9,,11.12,12.6,25.4,,11.12,12.7,25.9,
11.13,12.7,25.9,,11.13,12.6,25.4,,11.13,12.8,25.9,
11.15,12.7,25.9,,11.15,12.6,25.4,,11.15,12.8,25.9,
11.17,12.7,25.9,,11.17,12.6,25.4,,11.17,12.8,25.9,
11.18,12.7,25.9,,11.18,12.6,25.4,,11.18,12.8,25.9,
11.2,12.7,25.9,,11.2,12.6,25.4,,11.2,12.8,25.9,
11.22,12.7,25.9,,11.22,12.6,25.4,,11.22,12.8,25.9,
11.23,12.7,25.9,,11.23,12.6,25.4,,11.23,12.8,25.9,
11.25,12.7,25.9,,11.25,12.6,25.4,,11.25,12.8,25.9,
11.27,12.7,25.9,,11.27,12.6,25.4,,11.27,12.8,25.9,
11.28,12.7,25.9,,11.28,12.6,25.4,,11.28,12.8,25.9,
11.3,12.7,25.9,,11.3,12.6,25.4,,11.3,12.8,25.9,
11.32,12.7,25.9,,11.32,12.6,25.4,,11.32,12.8,25.9,
11.33,12.7,25.9,,11.33,12.6,25.4,,11.33,12.8,25.9,
11.35,12.7,25.9,,11.35,12.6,25.4,,11.35,12.8,25.9,
