Time (min),0.00M_Run1,0.00M_Run2,0.20M_Run1,0.20M_Run2,0.20M_Run3,0.40M_Run1,0.40M_Run2,0.40M_Run3,0.50M_Run1,0.50M_Run2,0.50M_Run3,0.60M_Run1,0.60M_Run2,0.60M_Run3,0.80M_Run1,0.80M_Run2,0.80M_Run3
12.52,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.53,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.55,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.57,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.58,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.6,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.62,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.63,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.65,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.67,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.68,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.7,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.72,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.73,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.75,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.77,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.78,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.8,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.82,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.83,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.85,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.87,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.88,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.9,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.92,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.93,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.95,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.97,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
12.98,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
13.0,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
13.02,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
13.03,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
13.05,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.07,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
13.08,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.5,25.5,25.9,26.6,26.3
13.1,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.12,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.13,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.15,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.17,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.18,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.2,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.22,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.23,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.25,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.27,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.28,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.3,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.32,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.33,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.35,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.37,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.38,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.4,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.42,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.43,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.45,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.47,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.48,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.5,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.52,26.7,26.4,25.8,25.4,25.8,25.6,26.6,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.53,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.6,26.3
13.55,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.57,26.7,26.4,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.58,26.7,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.6,26.7,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.62,26.7,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.63,26.7,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.65,26.7,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.67,26.7,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.68,26.7,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.7,26.7,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.72,26.7,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.73,26.7,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.75,26.7,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.77,26.6,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.78,26.7,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.8,26.7,26.3,25.8,25.4,25.8,25.7,26.6,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.82,26.6,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.83,26.6,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.85,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.87,26.6,26.3,25.8,25.4,25.8,25.7,26.6,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.88,26.7,26.3,25.8,25.4,25.8,25.7,26.6,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.9,26.7,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.92,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.93,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.95,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.97,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
13.98,26.6,26.3,25.8,25.4,25.8,25.7,26.6,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.0,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.02,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.03,26.6,26.3,25.8,25.4,25.8,25.6,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.05,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.07,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.08,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.1,26.6,26.3,25.8,25.4,25.8,25.7,26.6,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.12,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.13,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.15,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.17,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.18,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.2,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.22,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.23,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.25,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.2,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.27,26.6,26.3,25.8,25.4,25.8,25.7,26.6,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.28,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.3,26.6,26.3,25.8,25.4,25.8,25.7,26.6,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.32,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.33,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.35,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.37,26.6,26.3,25.8,25.4,25.8,25.7,26.6,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.38,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.4,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.42,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.43,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.45,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.47,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.48,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.5,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.52,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.53,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.55,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.57,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.58,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.6,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.62,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.63,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.65,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.67,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.68,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.7,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.72,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.5,25.4,25.4,25.9,26.5,26.3
14.73,26.6,26.3,25.8,25.4,25.8,25.7,26.6,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.75,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.77,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.78,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.8,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.82,26.6,26.3,25.8,25.4,25.8,25.7,26.6,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.83,26.6,26.3,25.8,25.4,25.8,25.7,26.6,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.85,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.87,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.88,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.9,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.92,26.6,26.3,25.8,25.4,25.8,25.7,26.6,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.93,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.95,26.6,26.3,25.8,25.4,25.8,25.7,26.6,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.97,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
14.98,26.6,26.3,25.8,25.4,25.8,25.7,26.7,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
15.0,26.6,26.3,25.8,25.4,25.8,25.7,26.6,26.1,26.3,26.1,26.3,25.4,25.4,25.4,25.9,26.5,26.3
