NaCl Concentration (M),Mean Apparent pKa,Uncertainty,n
0.0,5.323591237524561,0.024345963410213667,3
0.2,5.253654143067455,0.014586741401549475,3
0.4,5.210317714543511,0.02060011178311738,3
0.6,5.118052118327724,0.008941732562314897,3
0.8,5.102201140452827,0.019136150026211496,3
1.0,5.035500998347902,0.04337789604966824,3
